customer_id,tenure,event_observed,churn_prob_within_6m,churn_prob_within_12m,churn_prob_within_24m,survival_risk_tier
5028-GZLDO,2,1,0.2241,0.3169,0.4501,Medium
7967-HYCDE,8,0,0.2241,0.3169,0.4501,Medium
3717-OEAUQ,2,0,0.2241,0.3169,0.4501,Medium
0519-XUZJU,1,1,0.2241,0.3169,0.4501,Medium
2115-BFTIW,25,1,0.224,0.3169,0.45,Medium
0511-JTEOY,1,1,0.224,0.3168,0.4499,Medium
8040-MNRTF,1,0,0.224,0.3168,0.4499,Medium
7128-GGCNO,46,0,0.2236,0.3163,0.4492,Medium
9747-DDZOS,1,1,0.2234,0.316,0.4489,Medium
6680-WKXRZ,3,1,0.2232,0.3158,0.4486,Medium
9398-MMQTO,3,0,0.2232,0.3158,0.4486,Medium
3094-JOJAI,18,0,0.2232,0.3158,0.4487,Medium
0927-LCSMG,7,1,0.2231,0.3157,0.4485,Medium
8676-TRMJS,3,1,0.223,0.3156,0.4484,Medium
7571-YXDAD,2,1,0.2231,0.3156,0.4484,Medium
4826-TZEVA,40,0,0.2231,0.3156,0.4484,Medium
5146-CBVOE,16,0,0.223,0.3155,0.4483,Medium
1596-BBVTG,35,1,0.223,0.3155,0.4482,Medium
1228-ZLNBX,21,0,0.223,0.3155,0.4482,Medium
6825-UYPFK,23,1,0.2229,0.3154,0.4481,Medium
7410-YTJIK,7,1,0.2229,0.3154,0.4482,Medium
7786-WBJYI,4,1,0.2224,0.3147,0.4472,Medium
3096-IZETN,12,1,0.2223,0.3146,0.4472,Medium
6175-IRFIT,5,0,0.2222,0.3145,0.4469,Medium
7129-CAKJW,17,0,0.2219,0.3141,0.4465,Medium
6086-ESGRL,1,1,0.2219,0.3141,0.4464,Medium
1591-NFNLQ,51,1,0.2219,0.3141,0.4465,Medium
2868-SNELZ,2,1,0.2218,0.3139,0.4463,Medium
4138-NAXED,51,0,0.2217,0.3138,0.4461,Medium
5076-YVXCM,51,0,0.2212,0.3131,0.4453,Medium
9812-GHVRI,40,0,0.2211,0.313,0.4451,Medium
5950-AAAGJ,18,0,0.221,0.3129,0.445,Medium
9367-WXLCH,8,1,0.221,0.3128,0.4449,Medium
0843-WTBXE,53,1,0.2208,0.3126,0.4446,Medium
3049-NDXFL,1,1,0.2207,0.3125,0.4444,Medium
3916-NRPAP,3,0,0.2207,0.3125,0.4445,Medium
7748-UMTRK,30,0,0.2202,0.3119,0.4437,Medium
7251-XFOIL,61,0,0.22,0.3116,0.4433,Medium
5136-GFPMB,54,0,0.22,0.3115,0.4432,Medium
0130-SXOUN,66,0,0.22,0.3115,0.4432,Medium
0432-CAJZV,3,0,0.2198,0.3112,0.4428,Medium
3874-EQOEP,7,1,0.219,0.3102,0.4415,Medium
9793-WECQC,23,0,0.2189,0.3101,0.4414,Medium
6857-VWJDT,1,1,0.2188,0.31,0.4413,Medium
3585-ISXZP,8,1,0.2188,0.31,0.4413,Medium
4829-AUOAX,46,1,0.2188,0.3099,0.4412,Medium
1010-DIAUQ,5,1,0.2187,0.3098,0.441,Medium
5312-UXESG,41,0,0.2184,0.3094,0.4406,Medium
9734-YWGEX,9,1,0.2184,0.3094,0.4405,Medium
6481-ESCNL,29,0,0.218,0.3089,0.4398,Medium
6693-FRIRW,18,0,0.2179,0.3087,0.4396,Medium
2369-UAPKZ,5,1,0.2174,0.3081,0.4388,Medium
5760-IFJOZ,3,0,0.2168,0.3072,0.4378,Medium
1658-TJVOA,6,0,0.2157,0.3058,0.4359,Medium
2424-WVHPL,1,0,0.2155,0.3056,0.4356,Medium
6178-KFNHS,12,1,0.2155,0.3055,0.4356,Medium
4818-QIUFN,20,1,0.2146,0.3043,0.4341,Medium
1251-STYSZ,4,0,0.2143,0.304,0.4337,Medium
5371-VYLSX,50,0,0.2137,0.3031,0.4326,Medium
1580-BMCMR,19,0,0.2129,0.3021,0.4312,Medium
6416-TVAIH,1,1,0.2126,0.3017,0.4307,Medium
9824-BEMCV,17,1,0.2124,0.3015,0.4304,Medium
6917-YACBP,59,0,0.2124,0.3015,0.4305,Medium
2575-GFSOE,7,1,0.2124,0.3015,0.4304,Medium
4325-NFSKC,19,1,0.2123,0.3013,0.4302,Medium
0455-XFASS,3,0,0.2123,0.3013,0.4302,Medium
1853-UDXBW,1,1,0.2122,0.3012,0.43,Medium
7326-RIGQZ,6,0,0.2123,0.3012,0.4301,Medium
5281-BUZGT,36,1,0.2122,0.3012,0.4301,Medium
5134-IKDAY,1,1,0.2123,0.3012,0.4301,Medium
6017-PPLPX,20,1,0.2121,0.301,0.4299,Medium
3422-LYEPQ,1,1,0.212,0.3009,0.4296,Medium
9722-UJOJR,29,1,0.212,0.3009,0.4297,Medium
0508-OOLTO,2,0,0.2118,0.3007,0.4294,Medium
9799-CAYJJ,2,0,0.2117,0.3005,0.4291,Medium
3398-ZOUAA,21,1,0.2117,0.3005,0.4292,Medium
7924-GJZFI,25,0,0.2117,0.3005,0.4291,Medium
2506-TNFCO,1,1,0.2116,0.3004,0.429,Medium
2799-ARNLO,5,0,0.2117,0.3004,0.4291,Medium
1597-LHYNC,26,1,0.2115,0.3002,0.4288,Medium
7044-YAACC,4,0,0.2115,0.3002,0.4288,Medium
2398-YPMUR,13,1,0.2115,0.3002,0.4288,Medium
7206-PQBBZ,11,0,0.2115,0.3002,0.4288,Medium
1363-TXLSL,1,1,0.2114,0.3001,0.4287,Medium
9365-SRSZE,27,0,0.2114,0.3001,0.4286,Medium
4585-HETAI,4,1,0.2113,0.3,0.4286,Medium
8647-SDTWQ,57,0,0.2112,0.2999,0.4283,Medium
3923-CSIHK,50,1,0.2113,0.2999,0.4284,Medium
5960-MVTUK,3,0,0.2112,0.2998,0.4282,Medium
1867-BDVFH,11,1,0.2112,0.2998,0.4283,Medium
7758-XKCBS,15,1,0.2112,0.2998,0.4283,Medium
4007-NHVHI,56,0,0.2112,0.2998,0.4283,Medium
7180-PISOG,1,1,0.2112,0.2998,0.4283,Medium
9399-APLBT,1,1,0.2111,0.2997,0.4282,Medium
1216-JWVUX,25,0,0.2109,0.2995,0.4279,Medium
3005-NFMTA,55,1,0.2108,0.2994,0.4277,Medium
3588-WSTTJ,35,0,0.2108,0.2993,0.4276,Medium
4902-OHLSK,29,1,0.2108,0.2993,0.4277,Medium
0947-MUGVO,20,1,0.2107,0.2991,0.4274,Medium
6513-EECDB,1,1,0.2107,0.2991,0.4274,Medium
4030-VPZBD,2,1,0.2105,0.299,0.4272,Medium
0531-ZZJWQ,55,0,0.2106,0.299,0.4273,Medium
8510-AWCXC,13,1,0.2105,0.2989,0.4271,Medium
4102-OQUPX,1,1,0.2105,0.2989,0.4271,Medium
2880-FPNAE,2,0,0.2105,0.2989,0.4272,Medium
0723-DRCLG,1,1,0.2105,0.2989,0.4271,Medium
5956-VKDTT,5,1,0.2105,0.2989,0.4271,Medium
9334-GWGOW,7,0,0.2104,0.2988,0.4269,Medium
3689-MOZGR,29,0,0.2104,0.2987,0.4269,Medium
0265-EDXBD,32,1,0.2104,0.2987,0.4269,Medium
8107-KNCIM,14,0,0.2103,0.2987,0.4268,Medium
1989-PRJHP,27,1,0.2102,0.2986,0.4267,Medium
2077-MPJQO,7,0,0.2103,0.2986,0.4267,Medium
8695-ARGXZ,34,0,0.2102,0.2986,0.4267,Medium
4846-WHAFZ,37,1,0.21,0.2983,0.4263,Medium
2528-HFYZX,17,1,0.21,0.2983,0.4263,Medium
9779-DPNEJ,22,0,0.21,0.2982,0.4262,Medium
7693-LCKZL,5,1,0.21,0.2982,0.4262,Medium
9897-KXHCM,3,1,0.2099,0.2981,0.4261,Medium
3191-CSNMG,3,0,0.2098,0.298,0.426,Medium
6786-OBWQR,5,0,0.2098,0.298,0.4259,Medium
2018-QKYGT,1,0,0.2098,0.2979,0.4259,Medium
6080-TCMYC,40,0,0.2097,0.2979,0.4258,Medium
0256-LTHVJ,28,1,0.2098,0.2979,0.4259,Medium
5949-XIKAE,8,1,0.2093,0.2973,0.425,Medium
0027-KWYKW,23,0,0.2092,0.2972,0.4249,Medium
4086-YQSNZ,3,1,0.2092,0.2972,0.4249,Medium
9391-EOYLI,12,1,0.2092,0.2972,0.4249,Medium
5685-IIXLY,5,1,0.2093,0.2972,0.425,Medium
8436-BJUMM,26,1,0.2092,0.2972,0.4249,Medium
6961-VCPMC,46,1,0.2092,0.2972,0.4249,Medium
5940-NFXKV,19,1,0.2092,0.2972,0.425,Medium
9957-YODKZ,6,0,0.2091,0.2971,0.4248,Medium
5520-FVEWJ,12,1,0.2091,0.297,0.4247,Medium
4795-KTRTH,5,1,0.2091,0.297,0.4247,Medium
9314-IJWSQ,14,0,0.209,0.2969,0.4246,Medium
9102-IAYHT,17,1,0.2089,0.2968,0.4244,Medium
4238-HFHSN,61,0,0.2088,0.2967,0.4243,Medium
4952-YSOGZ,4,1,0.2088,0.2966,0.4242,Medium
5651-YLPRD,32,0,0.2088,0.2966,0.4242,Medium
6630-UJZMY,4,0,0.2086,0.2964,0.4239,Medium
7279-BUYWN,41,1,0.2086,0.2963,0.4238,Medium
2845-HSJCY,14,1,0.2086,0.2963,0.4238,Medium
5868-YWPDW,6,1,0.2084,0.2962,0.4236,Medium
3672-YITQD,36,1,0.2085,0.2962,0.4236,Medium
5383-MMTWC,8,1,0.2085,0.2962,0.4237,Medium
6133-OZILE,18,0,0.2084,0.2961,0.4236,Medium
0196-VULGZ,6,1,0.2084,0.2961,0.4236,Medium
5117-IFGPS,29,0,0.2084,0.2961,0.4236,Medium
8972-HJWNV,7,1,0.2084,0.2961,0.4235,Medium
5216-WASFJ,31,0,0.2083,0.296,0.4234,Medium
9606-PBKBQ,32,1,0.2083,0.296,0.4233,Medium
2672-TGEFF,37,0,0.2083,0.2959,0.4233,Medium
8158-WPEZG,11,0,0.2082,0.2959,0.4232,Medium
9054-FOWNV,22,0,0.2083,0.2959,0.4233,Medium
2657-VPXTA,10,0,0.2083,0.2959,0.4233,Medium
2685-SREOM,25,1,0.2082,0.2958,0.4232,Medium
7137-RYLPP,37,1,0.2082,0.2958,0.4231,Medium
0533-BNWKF,55,1,0.2082,0.2958,0.4232,Medium
2082-OJVTK,29,1,0.2082,0.2958,0.4232,Medium
7460-ITWWP,45,0,0.2081,0.2957,0.423,Medium
7682-AZNDK,34,0,0.2081,0.2957,0.423,Medium
4826-XTSOH,1,1,0.2081,0.2957,0.423,Medium
6319-IEJWJ,20,1,0.208,0.2956,0.4228,Medium
1941-HOSAM,1,0,0.208,0.2956,0.4229,Medium
7779-LGOVN,10,1,0.208,0.2955,0.4228,Medium
9172-JITSM,26,1,0.2079,0.2954,0.4227,Medium
8714-EUHJO,31,1,0.2078,0.2953,0.4226,Medium
4001-TSBTV,58,0,0.2078,0.2952,0.4224,Medium
6583-QGCSI,50,1,0.2077,0.2952,0.4223,Medium
4879-GZLFH,42,0,0.2077,0.2951,0.4222,Medium
6100-QQHEB,17,1,0.2076,0.295,0.4221,Medium
0187-QSXOE,7,0,0.2075,0.2949,0.422,Medium
1930-WNXSB,58,0,0.2075,0.2949,0.422,Medium
5857-TYBCJ,44,0,0.2075,0.2949,0.422,Medium
7483-IQWIB,37,0,0.2075,0.2949,0.422,Medium
9134-CEQMF,7,1,0.2074,0.2948,0.4219,Medium
7529-ZDFXI,57,0,0.2074,0.2947,0.4218,Medium
6267-DCFFZ,30,0,0.2073,0.2947,0.4217,Medium
1891-FZYSA,69,1,0.2074,0.2947,0.4217,Medium
8337-UPOAQ,10,1,0.2074,0.2947,0.4218,Medium
6507-ZJSUR,23,0,0.2073,0.2946,0.4216,Medium
8708-XPXHZ,42,1,0.2073,0.2946,0.4216,Medium
2929-ERCFZ,8,1,0.2073,0.2946,0.4216,Medium
5168-MSWXT,8,0,0.2072,0.2945,0.4215,Medium
2037-SGXHH,38,1,0.2072,0.2945,0.4215,Medium
8775-LHDJH,1,1,0.2072,0.2945,0.4215,Medium
5982-FPVQN,37,0,0.2071,0.2944,0.4213,Medium
8059-UDZFY,33,0,0.2071,0.2944,0.4213,Medium
2824-MYYBN,37,0,0.2071,0.2944,0.4213,Medium
8610-WFCJF,49,1,0.207,0.2943,0.4212,Medium
3990-QYKBE,37,1,0.2069,0.2941,0.4209,Medium
7668-XCFYV,17,0,0.2069,0.2941,0.4209,Medium
0674-DGMAQ,32,0,0.2067,0.2939,0.4206,Medium
8290-YWKHZ,32,1,0.2068,0.2939,0.4207,Medium
2840-XANRC,24,1,0.2068,0.2939,0.4207,Medium
9189-JWSHV,24,1,0.2067,0.2938,0.4206,Medium
9912-GVSEQ,26,1,0.2067,0.2938,0.4205,Medium
6108-OQZDQ,4,1,0.2066,0.2938,0.4205,Medium
1728-CXQBE,64,0,0.2066,0.2937,0.4204,Medium
8621-MNIHH,34,1,0.2066,0.2937,0.4204,Medium
3545-CNWRG,49,0,0.2066,0.2937,0.4204,Medium
9253-QXKBE,29,1,0.2066,0.2936,0.4204,Medium
1626-ERCMM,20,1,0.2065,0.2936,0.4203,Medium
6583-KQJLK,15,0,0.2065,0.2936,0.4203,Medium
7225-CBZPL,17,0,0.2065,0.2936,0.4203,Medium
5439-WIKXB,41,0,0.2065,0.2936,0.4203,Medium
5244-IRFIH,33,1,0.2065,0.2936,0.4203,Medium
5567-WSELE,3,1,0.2065,0.2936,0.4203,Medium
6088-BXMRG,32,0,0.2065,0.2936,0.4203,Medium
3452-GWUIN,19,0,0.2065,0.2935,0.4202,Medium
9061-TIHDA,13,1,0.2064,0.2935,0.4201,Medium
6467-CHFZW,47,1,0.2064,0.2935,0.4201,Medium
0310-MVLET,61,1,0.2065,0.2935,0.4202,Medium
5178-LMXOP,1,1,0.2064,0.2935,0.4202,Medium
5889-JTMUL,50,1,0.2065,0.2935,0.4202,Medium
3951-NJCVI,42,0,0.2065,0.2935,0.4202,Medium
3987-KQDDU,9,0,0.2064,0.2934,0.42,Medium
4690-PKDQG,42,0,0.2064,0.2934,0.42,Medium
0576-WNXXC,27,1,0.2064,0.2934,0.42,Medium
6651-AZVTJ,49,1,0.2063,0.2934,0.42,Medium
3319-DWOEP,6,1,0.2063,0.2933,0.42,Medium
1771-OADNZ,29,1,0.2063,0.2933,0.4199,Medium
3748-FVMZZ,4,0,0.2063,0.2933,0.42,Medium
0596-BQCEQ,62,1,0.2063,0.2933,0.4199,Medium
9647-ERGBE,30,1,0.2063,0.2933,0.4199,Medium
4039-HEUNW,36,1,0.2062,0.2932,0.4198,Medium
8384-FZBJK,57,0,0.2062,0.2932,0.4198,Medium
9318-NKNFC,1,1,0.2062,0.2932,0.4198,Medium
1386-ZIKUV,7,0,0.2061,0.2931,0.4196,Medium
9025-ZRPVR,9,1,0.2061,0.2931,0.4196,Medium
3969-GYXEL,11,0,0.2062,0.2931,0.4197,Medium
5025-GOOKI,20,0,0.2062,0.2931,0.4197,Medium
7074-STDCN,39,0,0.2061,0.293,0.4196,Medium
9039-ZVJDC,3,0,0.206,0.2929,0.4194,Medium
6121-VZNQB,1,1,0.206,0.2929,0.4194,Medium
2454-RPBRZ,12,1,0.2059,0.2928,0.4193,Medium
0011-IGKFF,13,1,0.206,0.2928,0.4193,Medium
8780-RSYYU,25,0,0.2059,0.2928,0.4193,Medium
4021-RQSNY,29,1,0.2059,0.2927,0.4192,Medium
6112-KTHFQ,13,0,0.2058,0.2927,0.4191,Medium
0946-CLJTI,58,1,0.2058,0.2927,0.4191,Medium
1098-TDVUQ,1,0,0.2059,0.2927,0.4192,Medium
4667-OHGKG,1,1,0.2058,0.2927,0.4191,Medium
1075-BGWOH,16,1,0.2058,0.2927,0.4191,Medium
4598-XLKNJ,25,1,0.2059,0.2927,0.4192,Medium
0303-WMMRN,5,0,0.2059,0.2927,0.4192,Medium
8295-FHIVV,7,0,0.2058,0.2926,0.419,Medium
1751-NCDLI,46,0,0.2058,0.2926,0.4191,Medium
6861-XWTWQ,7,1,0.2057,0.2926,0.419,Medium
7956-XQWGU,27,0,0.2058,0.2926,0.419,Medium
2675-DHUTR,58,0,0.2058,0.2926,0.4191,Medium
7298-IZWLY,1,0,0.2058,0.2926,0.419,Medium
9391-TTOYH,23,0,0.2057,0.2925,0.4189,Medium
5502-RLUYV,69,1,0.2057,0.2925,0.4188,Medium
2012-NWRPA,11,1,0.2057,0.2925,0.4189,Medium
5906-BFOZT,1,0,0.2057,0.2925,0.4189,Medium
8566-YPRGL,1,0,0.2057,0.2925,0.4189,Medium
3318-ISQFQ,20,0,0.2057,0.2925,0.4189,Medium
2845-AFFTX,41,1,0.2057,0.2924,0.4188,Medium
1087-UDSIH,3,1,0.2056,0.2924,0.4187,Medium
4588-YBNIB,1,1,0.2056,0.2924,0.4187,Medium
1622-HSHSF,1,0,0.2056,0.2924,0.4188,Medium
1237-WIYYZ,18,0,0.2056,0.2924,0.4188,Medium
8457-XIGKN,20,0,0.2056,0.2924,0.4187,Medium
8634-MPHTR,47,1,0.2056,0.2924,0.4187,Medium
7989-CHGTL,1,1,0.2056,0.2924,0.4187,Medium
0690-SRQID,4,0,0.2056,0.2923,0.4186,Medium
2332-EFBJY,16,1,0.2055,0.2923,0.4186,Medium
7526-IVLYU,3,0,0.2056,0.2923,0.4186,Medium
7291-CDTMJ,1,0,0.2056,0.2923,0.4186,Medium
3981-QSVQI,8,0,0.2055,0.2923,0.4186,Medium
0324-BRPCJ,68,1,0.2056,0.2923,0.4187,Medium
3621-CEOVK,14,1,0.2056,0.2923,0.4187,Medium
3694-GLTJM,5,0,0.2056,0.2923,0.4186,Medium
2640-LYMOV,2,0,0.2056,0.2923,0.4186,Medium
8374-XGEJJ,43,1,0.2055,0.2922,0.4185,Medium
2465-BLLEU,1,0,0.2055,0.2922,0.4185,Medium
1013-QCWAM,66,0,0.2055,0.2922,0.4185,Medium
7853-WNZSY,1,0,0.2055,0.2922,0.4185,Medium
7216-EWTRS,1,1,0.2055,0.2922,0.4185,Medium
4433-JCGCG,46,1,0.2055,0.2922,0.4185,Medium
6851-WEFYX,35,0,0.2055,0.2922,0.4185,Medium
1449-XQEMT,3,1,0.2054,0.2921,0.4184,Medium
9364-YKUVW,15,0,0.2054,0.2921,0.4184,Medium
7207-RMRDB,65,1,0.2054,0.2921,0.4184,Medium
3902-FOIGH,12,1,0.2054,0.2921,0.4184,Medium
3675-YDUPJ,10,0,0.2054,0.2921,0.4184,Medium
7636-XUHWW,2,0,0.2054,0.292,0.4183,Medium
4936-YPJNK,10,0,0.2054,0.292,0.4183,Medium
2369-FEVNO,1,0,0.2054,0.292,0.4183,Medium
9788-YTFGE,7,0,0.2053,0.292,0.4182,Medium
5144-PQCDZ,4,0,0.2053,0.292,0.4182,Medium
8884-ADFVN,7,1,0.2053,0.292,0.4182,Medium
4800-VHZKI,1,1,0.2054,0.292,0.4183,Medium
7056-IMHCC,53,1,0.2053,0.292,0.4182,Medium
3623-FQBOX,21,0,0.2053,0.292,0.4182,Medium
2393-DIVAI,3,0,0.2053,0.2919,0.4182,Medium
4986-MXSFP,2,0,0.2053,0.2919,0.4182,Medium
0871-OPBXW,2,0,0.2052,0.2919,0.4181,Medium
8439-LTUGF,10,0,0.2053,0.2919,0.4182,Medium
4661-NJEUX,1,0,0.2052,0.2919,0.4181,Medium
9867-NNXLC,22,0,0.2052,0.2919,0.4181,Medium
1240-KNSEZ,1,1,0.2052,0.2918,0.418,Medium
2120-SMPEX,25,0,0.2052,0.2918,0.418,Medium
2439-LYPMQ,38,0,0.2052,0.2918,0.418,Medium
4550-VBOFE,70,1,0.2051,0.2918,0.4179,Medium
4897-QSUYC,1,1,0.2052,0.2918,0.418,Medium
6227-HWPWX,15,1,0.2052,0.2918,0.418,Medium
5712-VBOXD,4,0,0.2052,0.2918,0.418,Medium
1000-AJSLD,1,1,0.2052,0.2918,0.418,Medium
7839-QRKXN,1,1,0.2051,0.2917,0.4179,Medium
5356-RHIPP,1,1,0.2051,0.2917,0.4179,Medium
2081-KJSQF,1,0,0.2051,0.2917,0.4178,Medium
1493-AMTIE,1,1,0.2051,0.2917,0.4179,Medium
8305-VHZBZ,1,1,0.2051,0.2917,0.4179,Medium
0670-KDOMA,1,0,0.2051,0.2917,0.4178,Medium
2955-PSXOE,1,1,0.2051,0.2917,0.4179,Medium
7142-HVGBG,43,1,0.2051,0.2917,0.4179,Medium
2876-VBBBL,1,1,0.2051,0.2917,0.4178,Medium
1084-UQCHV,1,1,0.205,0.2916,0.4177,Medium
1035-IPQPU,63,0,0.2051,0.2916,0.4178,Medium
4634-JLRJT,1,0,0.205,0.2916,0.4177,Medium
8204-TIFGJ,23,0,0.2051,0.2916,0.4178,Medium
6131-JLWZM,13,0,0.2051,0.2916,0.4178,Medium
8073-IJDCM,1,1,0.2051,0.2916,0.4178,Medium
6646-VRFOL,53,1,0.205,0.2916,0.4177,Medium
7706-DZNKK,11,0,0.2049,0.2915,0.4176,Medium
6892-XPFPU,24,1,0.2049,0.2915,0.4176,Medium
7140-ADSMJ,8,0,0.2049,0.2915,0.4176,Medium
3594-IVHJZ,2,0,0.2049,0.2915,0.4176,Medium
8262-COGGB,1,0,0.2049,0.2915,0.4176,Medium
1385-TQOZW,9,0,0.2049,0.2915,0.4176,Medium
2378-VTKDH,65,0,0.2049,0.2915,0.4176,Medium
5996-DAOQL,1,0,0.2049,0.2915,0.4176,Medium
1784-BXEFA,10,0,0.2049,0.2914,0.4174,Medium
6942-LBFDP,2,0,0.2049,0.2914,0.4174,Medium
2732-ISEZX,5,0,0.2049,0.2914,0.4175,Medium
5995-SNNEW,23,0,0.2049,0.2914,0.4175,Medium
0787-LHDYT,16,0,0.2048,0.2913,0.4174,Medium
9090-SGQXL,68,1,0.2048,0.2913,0.4173,Medium
8111-SLLHI,39,1,0.2047,0.2912,0.4172,Medium
1614-JBEBI,8,0,0.2047,0.2912,0.4172,Medium
3007-FDPEA,2,0,0.2047,0.2912,0.4172,Medium
0463-WZZKO,3,0,0.2047,0.2912,0.4172,Medium
7976-CICYS,4,0,0.2047,0.2912,0.4172,Medium
1400-MMYXY,3,1,0.2047,0.2911,0.4171,Medium
5647-FXOTP,60,0,0.2047,0.2911,0.4171,Medium
3847-BAERP,10,0,0.2046,0.291,0.417,Medium
5955-EPOAZ,6,0,0.2046,0.291,0.4169,Medium
7594-LZNWR,34,0,0.2045,0.2908,0.4168,Medium
8837-VVWLQ,8,1,0.2045,0.2908,0.4167,Medium
3509-GWQGF,24,0,0.2043,0.2906,0.4164,Medium
3540-RZJYU,15,1,0.2042,0.2905,0.4163,Medium
6927-WTFIV,20,1,0.204,0.2902,0.4159,Medium
0617-FHSGK,49,1,0.2038,0.2899,0.4156,Medium
3070-DVEYC,7,1,0.2034,0.2895,0.415,Medium
5339-PXDVH,4,0,0.2034,0.2894,0.4149,Medium
8189-HBVRW,53,0,0.2034,0.2894,0.4149,Medium
3966-HRMZA,3,0,0.2031,0.2891,0.4145,Medium
6633-MPWBS,5,1,0.203,0.2889,0.4143,Medium
7020-OZKXZ,9,0,0.2031,0.2889,0.4143,Medium
3716-UVSPD,1,0,0.203,0.2889,0.4142,Medium
2719-BDAQO,17,1,0.2028,0.2887,0.414,Medium
1536-HBSWP,1,0,0.2028,0.2886,0.4139,Medium
5583-SXDAG,1,1,0.2027,0.2884,0.4136,Medium
0330-IVZHA,5,1,0.2027,0.2884,0.4136,Medium
3496-LFSZU,4,0,0.2025,0.2883,0.4134,Medium
9637-EIHEQ,1,1,0.2025,0.2882,0.4134,Medium
2565-JSLRY,1,1,0.2024,0.2881,0.4132,Medium
9115-YQHGA,40,0,0.2024,0.2881,0.4132,Medium
5650-VDUDS,4,1,0.2023,0.2879,0.413,Medium
9501-UKKNL,59,0,0.2022,0.2879,0.4129,Medium
9136-ALYBR,1,1,0.2021,0.2877,0.4127,Medium
5018-HEKFO,10,0,0.2021,0.2877,0.4127,Medium
4678-DVQEO,1,1,0.2021,0.2877,0.4126,Medium
3055-MJDSB,9,0,0.202,0.2876,0.4126,Medium
5138-WVKYJ,10,1,0.2021,0.2876,0.4126,Medium
6729-GDNGC,20,0,0.202,0.2875,0.4125,Medium
1565-RHDJD,4,1,0.202,0.2875,0.4125,Medium
9092-GDZKO,22,0,0.2019,0.2874,0.4123,Medium
9050-IKDZA,2,0,0.2018,0.2873,0.4122,Medium
7379-FNIUJ,2,0,0.2018,0.2873,0.4121,Medium
8896-BQTTI,1,0,0.2018,0.2873,0.4121,Medium
4367-NHWMM,1,0,0.2019,0.2873,0.4122,Medium
9638-JIQYA,2,0,0.2019,0.2873,0.4122,Medium
6032-IGALN,1,1,0.2017,0.2872,0.412,Medium
7016-BPGEU,29,1,0.2017,0.2872,0.412,Medium
6345-HOVES,34,0,0.2018,0.2872,0.4121,Medium
9027-YFHQJ,7,0,0.2018,0.2872,0.4121,Medium
3058-WQDRE,13,0,0.2017,0.2871,0.412,Medium
1559-DTODC,19,0,0.2017,0.2871,0.412,Medium
6464-KEXXH,8,0,0.2016,0.2871,0.4119,Medium
0484-JPBRU,41,0,0.2016,0.2871,0.4119,Medium
7537-RBWEA,1,0,0.2017,0.2871,0.412,Medium
7083-YNSKY,15,1,0.2016,0.2869,0.4117,Medium
1803-BGNBD,12,0,0.2015,0.2868,0.4115,Medium
6029-CSMJE,17,0,0.2014,0.2867,0.4114,Medium
2692-PFYTJ,1,0,0.2013,0.2866,0.4113,Medium
9444-JTXHZ,1,1,0.2013,0.2866,0.4113,Medium
8645-KWHJO,14,0,0.2013,0.2865,0.4112,Medium
7598-UAASY,2,1,0.2013,0.2865,0.4112,Medium
1550-EENBN,31,0,0.2011,0.2864,0.411,Medium
4701-MLJPN,31,1,0.2012,0.2864,0.4111,Medium
9565-DJPIB,4,1,0.201,0.2862,0.4107,Medium
6372-RFVNS,1,1,0.2008,0.2859,0.4103,Medium
0504-HHAPI,27,1,0.2005,0.2856,0.41,Medium
7508-SMHXL,15,0,0.2004,0.2854,0.4097,Medium
3503-TYDAY,43,0,0.2004,0.2854,0.4098,Medium
1910-FMXJM,36,0,0.2004,0.2854,0.4098,Medium
8999-BOHSE,11,1,0.2003,0.2852,0.4095,Medium
1236-WFCDV,14,1,0.2002,0.2851,0.4093,Medium
6101-IMRMM,6,1,0.2001,0.285,0.4092,Medium
5016-IBERQ,23,0,0.1997,0.2844,0.4085,Medium
1353-LJWEM,11,0,0.1996,0.2844,0.4084,Medium
8313-KTIHG,4,0,0.1995,0.2842,0.4082,Medium
7421-ZLUPA,8,0,0.1994,0.284,0.4079,Medium
8799-OXZMD,28,0,0.1991,0.2836,0.4074,Medium
3753-TSEMP,15,1,0.199,0.2835,0.4072,Medium
4398-HSCJH,3,1,0.199,0.2834,0.4072,Medium
5533-RJFTJ,49,0,0.1989,0.2833,0.407,Medium
7394-FKDNK,9,1,0.1987,0.2832,0.4068,Medium
2606-RMDHZ,6,1,0.1987,0.2831,0.4068,Medium
3863-QSTYI,59,0,0.1987,0.2831,0.4067,Medium
5568-DMXZS,8,0,0.1985,0.2828,0.4064,Medium
8849-AYPTR,33,0,0.1984,0.2827,0.4063,Medium
8069-YQQAJ,14,0,0.1984,0.2827,0.4062,Medium
4226-KKDON,8,0,0.1982,0.2825,0.4059,Medium
6198-RTPMF,17,0,0.1982,0.2824,0.4059,Medium
8914-RBTSB,31,1,0.198,0.2822,0.4055,Medium
0023-XUOPT,13,1,0.1979,0.2821,0.4054,Medium
7398-SKNQZ,3,0,0.1978,0.2819,0.4052,Medium
5130-IEKQT,25,1,0.1977,0.2817,0.4049,Medium
9048-JVYVF,3,1,0.1976,0.2816,0.4048,Medium
7798-JVXYM,14,0,0.1975,0.2815,0.4047,Medium
2011-TRQYE,18,1,0.1973,0.2812,0.4042,Medium
5136-RGMZO,31,0,0.1972,0.2811,0.4041,Medium
