customer_id,anomaly_score,is_anomaly,churn_real
3845-FXCYS,0.5137,0,0
3594-KADLU,0.5137,0,0
5322-TEUJK,0.5134,0,0
8480-PPONV,0.5132,0,0
8150-QUDFX,0.5131,0,0
1689-YQBYY,0.513,0,0
1455-ESIQH,0.513,0,1
4323-SADQS,0.5128,0,1
5996-NRVXR,0.5128,0,0
5176-LDKUH,0.5127,0,0
3722-WPXTK,0.5125,0,1
4821-WQOYN,0.5118,0,0
5896-NPFWW,0.5118,0,1
3428-XZMAZ,0.5115,0,1
6457-GIRWB,0.5115,0,1
4685-ERGHK,0.5114,0,0
1866-DIOQZ,0.5113,0,0
8099-MZPUJ,0.5113,0,0
6260-XLACS,0.5111,0,0
6161-ERDGD,0.5111,0,0
8670-ERCJH,0.511,0,0
7908-QCBCA,0.5107,0,1
5884-GCYMI,0.5107,0,1
2005-DWQZJ,0.5104,0,0
7021-XSNYE,0.5103,0,0
5275-PMFUT,0.5102,0,0
1777-JYQPJ,0.5101,0,0
8107-KNCIM,0.5099,0,0
8111-RKSPX,0.5096,0,1
0621-HJWXJ,0.5094,0,0
0930-EHUZA,0.5094,0,0
0883-EIBTI,0.5093,0,1
9239-GZHZE,0.5092,0,0
0691-IFBQW,0.509,0,1
4282-YMKNA,0.5087,0,1
4957-TREIR,0.5083,0,0
9389-ACWBI,0.5082,0,0
2103-ZRXFN,0.5081,0,0
1304-NECVQ,0.5078,0,1
9522-BNTHX,0.5078,0,0
8943-URTMR,0.5077,0,1
5076-YVXCM,0.5076,0,0
2656-FMOKZ,0.5076,0,1
2969-VAPYH,0.5073,0,0
1950-KSVVJ,0.5072,0,0
3995-WFCSM,0.5069,0,0
6711-FLDFB,0.5061,0,1
5997-OPVFA,0.506,0,0
9277-JOOMO,0.506,0,0
8200-LGKSR,0.5059,0,0
7173-TETGO,0.5058,0,0
3916-NRPAP,0.5057,0,0
5027-QPKTE,0.5057,0,1
4513-CXYIX,0.5054,0,0
5712-PTIWW,0.5053,0,1
0923-PNFUB,0.5052,0,1
5186-SAMNZ,0.5051,0,1
8894-JVDCV,0.5051,0,0
0488-GSLFR,0.5051,0,1
8231-BSWXX,0.505,0,0
9927-DSWDF,0.5049,0,0
1813-JYWTO,0.5048,0,0
0220-EBGCE,0.5047,0,1
7017-VFHAY,0.5044,0,0
7409-KIUTL,0.5044,0,1
3422-LYEPQ,0.5044,0,1
9643-AVVWI,0.5042,0,0
0529-ONKER,0.5042,0,1
3259-FDWOY,0.5042,0,1
7767-UXAGJ,0.5041,0,1
4976-LNFVV,0.5039,0,0
3420-YJLQT,0.5038,0,0
4844-JJWUY,0.5037,0,1
3957-LXOLK,0.503,0,1
8039-EQPIM,0.503,0,0
0369-ZGOVK,0.5029,0,0
5377-NDTOU,0.5028,0,0
3798-EPWRR,0.5027,0,0
9058-CBREO,0.5026,0,1
0013-SMEOE,0.5025,0,0
2792-VPPET,0.5025,0,0
4077-HWUYD,0.5019,0,0
9274-CNFMO,0.5018,0,1
2386-OWURY,0.5015,0,0
0151-ONTOV,0.5012,0,1
1031-IIDEO,0.5012,0,1
0812-WUPTB,0.5012,0,1
2863-IMQDR,0.5009,0,0
9786-IJYDL,0.5007,0,0
5899-MQZZL,0.5005,0,1
8610-ZIKJJ,0.5004,0,0
1820-TQVEV,0.5002,0,1
4110-PFEUZ,0.5002,0,1
2506-TNFCO,0.5002,0,1
1583-IHQZE,0.5002,0,1
3030-YDNRM,0.5002,0,0
7442-YGZFK,0.5,0,0
7396-VJUZB,0.4998,0,0
0748-RDGGM,0.4997,0,1
6729-FZWSY,0.4997,0,0
6360-SVNWV,0.4996,0,0
3334-CTHOL,0.4995,0,1
8185-UPYBR,0.4994,0,1
5981-ITEMU,0.4991,0,1
3199-XGZCY,0.499,0,0
7564-GHCVB,0.499,0,0
5067-WJEUN,0.4989,0,0
3156-QLHBO,0.4987,0,0
4430-UZIPO,0.4987,0,1
6502-MJQAE,0.4986,0,1
2636-ALXXZ,0.4986,0,1
8375-DKEBR,0.4986,0,1
7665-TOALD,0.4986,0,1
5343-SGUBI,0.4984,0,0
4277-BWBML,0.4983,0,0
2740-TVLFN,0.4979,0,0
2575-GFSOE,0.4975,0,1
2824-MYYBN,0.4973,0,0
8445-DNBAE,0.4971,0,0
6556-DBKZF,0.4971,0,0
0248-IPDFW,0.4971,0,0
4749-VFKVB,0.4971,0,1
5605-IYGFG,0.4966,0,0
8261-GWDBQ,0.4965,0,0
3508-CFVZL,0.4964,0,0
3191-CSNMG,0.4963,0,0
4550-EVXNY,0.4962,0,1
4871-JTKJF,0.4962,0,1
7254-IQWOZ,0.4962,0,1
8062-YBDOE,0.4962,0,1
4312-KFRXN,0.496,0,0
5397-NSKQG,0.4957,0,0
0968-GSIKN,0.4956,0,1
1258-YMZNM,0.4952,0,0
5597-GLBUC,0.495,0,1
2430-RRYUW,0.4948,0,0
5652-MSDEY,0.4947,0,0
4547-LYTDD,0.4947,0,1
8444-WRIDW,0.4943,0,1
0235-KGSLC,0.4941,0,1
8990-ZXLSU,0.4938,0,0
3453-RTHJQ,0.4938,0,0
0378-CJKPV,0.4933,0,0
0519-XUZJU,0.4932,0,1
9398-MMQTO,0.493,0,0
5533-NHFRF,0.4926,0,0
5032-MIYKT,0.4924,0,0
3910-MRQOY,0.4924,0,0
3090-LETTY,0.4923,0,0
2984-TBYKU,0.4921,0,0
9481-IEBZY,0.4917,0,0
8382-SHQEH,0.4917,0,1
1122-JWTJW,0.4916,0,1
0913-XWSCN,0.4914,0,0
4501-EQDRN,0.4913,0,1
0679-TDGAK,0.4911,0,0
7055-HNEOJ,0.4909,0,0
4797-AXPXK,0.4908,0,1
1867-TJHTS,0.4907,0,0
6664-FPDAC,0.4906,0,1
2293-IJWPS,0.4903,0,0
7880-XSOJX,0.4901,0,0
2108-XWMPY,0.49,0,1
9617-INGJY,0.4898,0,0
8309-IEYJD,0.4898,0,0
5940-AHUHD,0.4898,0,1
5376-DEQCP,0.4898,0,1
2985-FMWYF,0.4898,0,0
2368-GAKKQ,0.4897,0,0
2482-CZGBB,0.4894,0,1
6407-UTSLV,0.4893,0,0
5908-QMGOE,0.4892,0,1
3292-PBZEJ,0.4892,0,0
2058-DCJBE,0.4891,0,1
2162-FRZAA,0.4891,0,0
0322-CHQRU,0.489,0,1
9309-BZGNT,0.489,0,0
7465-ZZRVX,0.4887,0,0
6927-WTFIV,0.4887,0,1
5539-TMZLF,0.4886,0,1
1084-UQCHV,0.4886,0,1
3520-FJGCV,0.4885,0,0
4291-YZODP,0.4884,0,0
3345-JHUEO,0.4881,0,0
4759-TRPLW,0.4879,0,1
1853-UDXBW,0.4878,0,1
5583-SXDAG,0.4878,0,1
4510-HIMLV,0.4877,0,1
5134-IKDAY,0.4877,0,1
5456-ITGIC,0.4876,0,0
0562-KBDVM,0.4876,0,0
6877-TJMBR,0.4873,0,1
4390-KYULV,0.4871,0,1
2262-SLNVK,0.487,0,0
3494-JCHRQ,0.487,0,1
0328-GRPMV,0.487,0,1
4702-IOQDC,0.487,0,1
9603-OAIHC,0.487,0,0
2446-PLQVO,0.4869,0,1
4603-JANFB,0.4869,0,1
5550-VFRLC,0.4869,0,1
6653-CBBOM,0.4869,0,1
1363-TXLSL,0.4869,0,1
5982-PSMKW,0.4868,0,0
8869-LIHMK,0.4865,0,0
2202-CUYXZ,0.4865,0,1
8361-LTMKD,0.4864,0,1
9985-MWVIX,0.4862,0,1
2619-WFQWU,0.4862,0,1
1846-XWOQN,0.4862,0,1
5542-TBBWB,0.4861,0,0
5875-YPQFJ,0.4861,0,1
1062-LHZOD,0.4861,0,1
9804-ICWBG,0.4861,0,1
8016-NCFVO,0.486,0,0
8937-RDTHP,0.4857,0,1
0390-DCFDQ,0.4854,0,1
1915-IOFGU,0.4854,0,1
0515-YPMCW,0.4854,0,1
7963-GQRMY,0.4852,0,1
5160-UXJED,0.4851,0,0
4770-UEZOX,0.4851,0,0
3704-IEAXF,0.485,0,0
1936-UAFEH,0.485,0,0
7825-ECJRF,0.4849,0,1
4111-BNXIF,0.4848,0,0
5976-JCJRH,0.4846,0,1
0020-JDNXP,0.4845,0,0
7808-DVWEP,0.4843,0,0
7083-MIOPC,0.4841,0,0
9199-PWQVC,0.484,0,0
3992-YWPKO,0.484,0,1
1640-PLFMP,0.484,0,0
3244-DCJWY,0.484,0,1
3941-XTSKM,0.4839,0,0
3908-MKIMJ,0.4839,0,0
2004-OCQXK,0.4838,0,1
9867-XOBQA,0.4833,0,0
1230-QAJDW,0.4833,0,0
2013-SGDXK,0.4832,0,1
9605-WGJVW,0.4831,0,0
1628-BIZYP,0.4828,0,0
6230-BSUXY,0.4828,0,1
8051-HJRLT,0.4828,0,1
3315-TOTBP,0.4826,0,1
7153-OANIO,0.4822,0,1
3642-GKTCT,0.4822,0,0
2920-RNCEZ,0.4822,0,0
3066-RRJIO,0.4822,0,1
8000-REIQB,0.4822,0,1
9717-IOAAF,0.4817,0,0
7729-JTEEC,0.4814,0,0
3043-TYBNO,0.4807,0,0
1374-DMZUI,0.4807,0,1
6906-ANDWJ,0.4806,0,1
0123-CRBRT,0.4806,0,0
6942-LBFDP,0.4806,0,0
3420-ZDBMA,0.4805,0,0
2452-MRMZF,0.4798,0,0
9272-LSVYH,0.4797,0,0
0917-EZOLA,0.4793,0,1
9746-MDMBK,0.479,0,0
3627-FCRDW,0.479,0,1
4455-BFSPD,0.479,0,0
9548-LIGTA,0.4789,0,0
3450-WXOAT,0.4788,0,0
3407-QGWLG,0.4786,0,0
0224-RLWWD,0.4785,0,0
9903-LYSAB,0.4784,0,0
6379-RXJRQ,0.4784,0,1
2115-BFTIW,0.4783,0,1
3669-LVWZB,0.4782,0,1
0584-BJQGZ,0.4781,0,0
4749-OJKQU,0.4779,0,0
3331-HQDTW,0.4777,0,1
6772-KSATR,0.4776,0,1
5482-PLVPE,0.4774,0,1
2903-YYTBW,0.4773,0,0
8180-AKMJV,0.4773,0,0
7395-XWZOY,0.477,0,0
7801-KICAO,0.477,0,0
6227-HWPWX,0.4769,0,1
1929-ZCBHE,0.4769,0,0
8882-TLVRW,0.4769,0,0
5307-UVGNB,0.4769,0,0
6030-REHUX,0.4768,0,0
7321-ZNSLA,0.4768,0,0
6519-ZHPXP,0.4767,0,0
6595-COKXZ,0.4764,0,1
5858-EAFCZ,0.4764,0,0
1958-RNRKS,0.4761,0,0
5787-KXGIY,0.4761,0,0
4006-HKYHO,0.476,0,0
5923-GXUOC,0.4759,0,1
2167-FQSTQ,0.4756,0,0
8242-PDSGJ,0.4756,0,0
3589-PPVKW,0.4756,0,0
2253-KPMNB,0.4751,0,0
7103-ZGVNT,0.4749,0,0
7663-RGWBC,0.4748,0,1
8779-QRDMV,0.4748,0,1
6145-NNPNO,0.4748,0,0
3062-ICYZQ,0.4745,0,0
3084-DOWLE,0.4745,0,0
1135-HIORI,0.4742,0,0
8963-JLGJT,0.4741,0,0
2672-OJQZP,0.4741,0,0
4373-VVHQL,0.4741,0,0
7529-ZDFXI,0.474,0,0
2696-NARTR,0.4737,0,1
9050-IKDZA,0.4737,0,0
0807-ZABDG,0.4734,0,1
7734-DBOAI,0.4734,0,1
8705-WZCYL,0.4733,0,0
1221-GHZEP,0.4733,0,0
5895-QSXOD,0.4733,0,0
9448-REEVD,0.473,0,1
2731-GJRDG,0.4728,0,0
8915-NNTRC,0.4728,0,0
2077-MPJQO,0.4725,0,0
2954-PIBKO,0.4725,0,0
2737-WFVYW,0.4725,0,1
6670-MFRPK,0.4724,0,0
6142-VSJQO,0.4723,0,1
0082-LDZUE,0.4723,0,0
3961-SXAXY,0.4722,0,0
1478-VPOAD,0.4722,0,0
6917-FIJHC,0.4721,0,0
3442-ZHHCC,0.472,0,0
7219-TLZHO,0.472,0,0
0644-OQMDK,0.472,0,0
7781-EWARA,0.4719,0,0
0742-NXBGR,0.4717,0,1
9514-JDSKI,0.4716,0,1
0415-MOSGF,0.4715,0,1
3512-IZIKN,0.4715,0,1
4361-JEIVL,0.4715,0,1
6982-SSHFK,0.4715,0,1
6650-VJONK,0.4714,0,0
2080-GKCWQ,0.4711,0,0
4301-VVZKA,0.4711,0,0
7504-UWHNB,0.4707,0,0
7404-JLKQG,0.4707,0,0
4195-SMMNX,0.4706,0,1
3884-HCSWG,0.4706,0,1
4146-SVFUD,0.4706,0,0
4086-WITJG,0.4705,0,0
2108-YKQTY,0.4704,0,1
8183-ONMXC,0.4701,0,1
9845-PEEKO,0.4701,0,0
5928-QLDHB,0.47,0,0
1942-OQFRW,0.4699,0,0
9214-EKVXR,0.4699,0,0
0661-KBKPA,0.4699,0,0
8720-RQSBJ,0.4699,0,0
3085-QUOZK,0.4699,0,1
1895-QTKDO,0.4699,0,0
5522-JBWMO,0.4699,0,0
1043-UXOVO,0.4695,0,0
9700-ZCLOT,0.4694,0,0
3669-OYSJI,0.4693,0,1
6185-TASNN,0.4693,0,0
7593-XFKDI,0.4693,0,1
3496-LFSZU,0.4692,0,0
0526-SXDJP,0.4691,0,0
1987-AUELQ,0.4691,0,0
2323-ARSVR,0.469,0,0
2669-QVCRG,0.4689,0,0
5727-MYATE,0.4686,0,0
2791-SFVEW,0.4685,0,0
4855-SNKMY,0.4684,0,1
3223-DWFIO,0.4684,0,0
0078-XZMHT,0.4683,0,0
7625-XCQRH,0.4681,0,1
0181-RITDD,0.4681,0,0
2045-BMBTJ,0.4679,0,0
1769-GRUIK,0.4678,0,0
3255-GRXMG,0.4676,0,0
8106-GWQOK,0.4668,0,0
3262-EIDHV,0.4664,0,0
6993-YGFJV,0.4663,0,0
6959-UWKHF,0.4661,0,1
0716-BQNDX,0.4661,0,0
4329-YPDDQ,0.466,0,0
7341-LXCAF,0.466,0,1
2799-TSLAG,0.466,0,0
2569-WGERO,0.466,0,0
3813-DHBBB,0.4659,0,0
9588-OZDMQ,0.4658,0,0
9667-TKTVZ,0.4657,0,0
3755-JBMNH,0.4656,0,1
5227-JSCFE,0.4656,0,0
4057-FKCZK,0.4655,0,0
3274-NSDWE,0.4654,0,0
6844-DZKRF,0.4654,0,0
8270-RKSAP,0.4651,0,0
0188-GWFLE,0.4651,0,0
9249-FXSCK,0.465,0,1
1867-BDVFH,0.4647,0,1
9581-GVBXT,0.4644,0,0
6500-JVEGC,0.4642,0,0
3838-OZURD,0.4641,0,1
5103-MHMHY,0.4639,0,1
1976-CFOCS,0.4639,0,1
7054-LGEQW,0.4639,0,1
8950-MTZNV,0.4638,0,0
9848-JQJTX,0.4638,0,0
8710-YGLWG,0.4638,0,0
1053-MXTTK,0.4638,0,0
4847-QNOKA,0.4638,0,1
3481-JHUZH,0.4637,0,0
3870-SPZSI,0.4637,0,0
7130-VTEWQ,0.4634,0,1
0843-WTBXE,0.4633,0,1
3050-GBUSH,0.4626,0,0
1080-BWSYE,0.4623,0,0
3165-HDOEW,0.4623,0,1
4237-RLAQD,0.4623,0,1
6127-IYJOZ,0.4623,0,0
5472-CVMDX,0.4618,0,0
4109-CYRBD,0.4617,0,0
7636-XUHWW,0.4616,0,0
6585-WCEWR,0.4615,0,0
8630-FJLIB,0.4615,0,0
5208-HFSBT,0.4612,0,1
9360-AHGNL,0.4612,0,1
4250-ZBWLV,0.461,0,1
2983-ZANRP,0.4608,0,1
3413-BMNZE,0.4607,0,0
3039-MJSLN,0.4607,0,0
7825-GKXMW,0.4607,0,1
5133-POWUA,0.4607,0,0
2193-SFWQW,0.4604,0,0
2192-CKRLV,0.4603,0,0
0864-FVJNJ,0.4597,0,0
4837-PZTIC,0.4594,0,0
8356-WUAOJ,0.4592,0,0
5307-DZCVC,0.4591,0,1
2535-PBCGC,0.459,0,0
9685-WKZGT,0.459,0,1
1016-DJTSV,0.4585,0,0
0580-PIQHM,0.4583,0,0
0402-CQAJN,0.4582,0,1
3244-CQPHU,0.458,0,0
7598-UAASY,0.458,0,1
3521-HTQTV,0.4578,0,0
9842-EFSYY,0.4576,0,0
8715-KKTFG,0.4575,0,0
0887-HJGAR,0.4574,0,1
7359-PTSXY,0.4574,0,1
9828-AOQLM,0.4574,0,1
9117-SHLZX,0.4574,0,1
6582-OIVSP,0.4572,0,0
1963-SVUCV,0.4572,0,1
5552-ZNFSJ,0.4572,0,1
5077-DXTCG,0.4572,0,1
7065-YUNRY,0.4572,0,1
9489-JMTTN,0.4571,0,0
2018-QKYGT,0.4569,0,0
4614-NUVZD,0.4569,0,1
0848-SOMKO,0.4569,0,0
6867-ACCZI,0.4569,0,0
4903-UYAVB,0.4564,0,1
5248-YGIJN,0.4559,0,0
5089-IFSDP,0.4558,0,1
8718-PTMEZ,0.4558,0,1
8080-DDEMJ,0.4557,0,1
4193-ORFCL,0.4557,0,1
3926-CUQZX,0.4557,0,1
5144-PQCDZ,0.4557,0,0
7754-IXRMC,0.4557,0,0
5692-FPTAH,0.4555,0,1
0621-TWIEM,0.4555,0,1
2275-RBYQS,0.4555,0,0
9348-ROUAI,0.4555,0,0
7319-ZNRTR,0.4554,0,0
8404-VIOMB,0.4551,0,0
0366-NQSHS,0.4551,0,0
3566-HJGPK,0.455,0,0
3413-DHLPB,0.4547,0,0
9317-WZPGV,0.4545,0,1
6860-YRJZP,0.4544,0,0
0485-ZBSLN,0.4543,0,0
4223-WOZCM,0.4543,0,0
2135-RXIHG,0.4541,0,1
6128-CZOMY,0.4541,0,1
7252-NTGSS,0.454,0,0
4706-DGAHW,0.454,0,0
1612-EOHDH,0.454,0,1
2885-HIJDH,0.4539,0,0
1197-BVMVG,0.4537,0,0
5275-SQEIZ,0.4534,0,1
5960-MVTUK,0.4533,0,0
2626-URJFX,0.4533,0,1
5010-IPEAQ,0.453,0,0
8819-WFGGJ,0.4529,0,0
4043-MKDTV,0.4522,0,0
0067-DKWBL,0.4522,0,1
8124-NZVGJ,0.4521,0,0
2833-SLKDQ,0.4519,0,1
5696-QURRL,0.4519,0,1
3086-RUCRN,0.4519,0,0
2088-IEBAU,0.4518,0,0
4611-ANLQC,0.4518,0,0
8749-TZYEC,0.4517,0,0
5514-YQENT,0.4515,0,0
2316-ESMLS,0.4511,0,0
7684-XSZIY,0.4511,0,0
6979-ZNSFF,0.451,0,1
9824-BEMCV,0.4508,0,1
1282-IHQAC,0.4506,0,0
4016-BJKTZ,0.4506,0,0
3551-GAEGL,0.4506,0,0
2082-CEFLT,0.4504,0,1
9244-ZVAPM,0.4504,0,0
0929-HYQEW,0.4503,0,0
1077-HUUJM,0.4502,0,0
0318-QUUOB,0.4502,0,1
6457-USBER,0.4502,0,1
0330-IVZHA,0.4502,0,1
7439-DKZTW,0.4502,0,0
2382-BCKQJ,0.4501,0,1
5016-ETTFF,0.45,0,1
2826-UWHIS,0.4496,0,0
8699-ASUFO,0.4496,0,1
7691-XVTZH,0.4494,0,0
2672-HUYVI,0.4492,0,1
0784-ZQJZX,0.4491,0,0
5743-KHMNA,0.4491,0,0
2867-UIMSS,0.4488,0,1
1024-VRZHF,0.4486,0,1
1304-SEGFY,0.4485,0,0
7716-YTYHG,0.4483,0,1
5968-XQIVE,0.4482,0,0
7989-VCQOH,0.4482,0,0
0617-AQNWT,0.4481,0,1
5931-FLJJF,0.4475,0,1
4118-CEVPF,0.4475,0,0
0411-EZJZE,0.4473,0,0
6365-HITVU,0.4473,0,0
2815-CPTUL,0.4472,0,1
0230-WEQUW,0.4471,0,0
6627-CFOSN,0.4471,0,0
0730-BGQGF,0.447,0,0
7903-CMPEY,0.4466,0,1
2900-PHPLN,0.4465,0,0
7881-INRLC,0.4465,0,1
6885-PKOAM,0.4464,0,0
4952-YSOGZ,0.4464,0,1
1196-AMORA,0.4463,0,1
8687-BAFGU,0.4459,0,0
6896-SRVYQ,0.4458,0,0
9073-ZZIAY,0.4455,0,0
2887-JPYLU,0.4455,0,0
6390-DSAZX,0.4454,0,1
9894-EZEWG,0.4449,0,1
4274-OWWYO,0.4449,0,1
9840-EFJQB,0.4449,0,0
2468-SJFLM,0.4449,0,0
4654-DLAMQ,0.4448,0,0
4116-IQRFR,0.4448,0,0
8745-PVESG,0.4446,0,0
6870-ECSHE,0.4445,0,0
4737-AQCPU,0.4442,0,0
2460-FPSYH,0.4442,0,1
3097-NNSPB,0.4437,0,1
6480-YAGIY,0.4437,0,0
9747-DDZOS,0.4433,0,1
9880-TDQAC,0.4432,0,0
3296-SILRA,0.4431,0,1
7562-UXTPG,0.443,0,0
9342-VNIMQ,0.4429,0,0
6996-KNSML,0.4424,0,1
9399-APLBT,0.4423,0,1
3765-JXVKY,0.4423,0,1
2424-WVHPL,0.4423,0,0
3164-YAXFY,0.4423,0,0
9959-WOFKT,0.4421,0,0
3696-DFHHB,0.442,0,0
5074-FBGHB,0.442,0,0
3891-NLXJB,0.4419,0,0
8805-JNRAZ,0.4419,0,0
6048-QBXKL,0.4417,0,0
1061-PNTHC,0.4417,0,0
7389-KBFIT,0.4416,0,0
0137-OCGAB,0.4416,0,1
2777-PHDEI,0.4415,0,1
5494-HECPR,0.4414,0,1
9574-BOSMD,0.4414,0,0
5494-WOZRZ,0.4411,0,0
6253-GNHWH,0.4409,0,0
6910-HADCM,0.4408,0,1
2530-ENDWQ,0.4408,0,1
6086-ESGRL,0.4408,0,1
1285-OKIPP,0.4405,0,1
8823-RLPWL,0.4404,0,0
0122-OAHPZ,0.44,0,1
2024-BASKD,0.44,0,1
1866-OBPNR,0.44,0,0
7055-JCGNI,0.4399,0,0
6999-CHVCF,0.4395,0,0
3082-VQXNH,0.4395,0,0
9885-CSMWE,0.4394,0,1
1251-KRREG,0.4394,0,1
3108-PCCGG,0.4393,0,0
2133-TSRRM,0.4393,0,0
6158-DWPZT,0.4393,0,1
1705-GUHPV,0.4392,0,0
3211-ILJTT,0.4392,0,1
9444-JTXHZ,0.4391,0,1
1179-INLAT,0.4391,0,0
4030-VPZBD,0.4388,0,1
3376-BMGFE,0.4387,0,1
2249-YPRNG,0.4386,0,1
9506-UXUSK,0.4386,0,0
7603-USHJS,0.4384,0,1
1448-PWKYE,0.4383,0,1
9300-RENDD,0.4383,0,1
9933-QRGTX,0.4377,0,0
9992-UJOEL,0.4377,0,0
1977-STDKI,0.4377,0,1
8821-XNHVZ,0.4375,0,1
6749-UTDVX,0.4373,0,0
0567-XRHCU,0.4372,0,0
1746-TGTWV,0.4372,0,0
5054-IEXZT,0.4372,0,1
9584-EXCDZ,0.4372,0,0
0238-WHBIQ,0.4368,0,0
3627-FHKBK,0.4367,0,1
9940-RHLFB,0.4367,0,1
5564-NEMQO,0.4367,0,1
0231-LXVAP,0.4366,0,1
0533-BNWKF,0.4364,0,1
0319-QZTCO,0.4364,0,0
0495-RVCBF,0.436,0,1
7568-PODML,0.4359,0,1
5196-SGOAK,0.4359,0,1
5043-TRZWM,0.4359,0,0
7279-BUYWN,0.4357,0,1
8614-VGMMV,0.4356,0,1
4598-ZADCK,0.4356,0,0
4765-OXPPD,0.4356,0,1
6434-TTGJP,0.4354,0,0
8120-JDCAM,0.4354,0,0
6963-KQYQB,0.4353,0,0
8058-INTPH,0.4352,0,1
7595-EUIVN,0.4352,0,1
8580-AECUZ,0.4352,0,1
8945-GRKHX,0.4348,0,1
4971-PUYQO,0.4347,0,1
9620-ENEJV,0.4346,0,0
3389-KTRXV,0.4346,0,0
7493-TPUWZ,0.4345,0,1
6567-HOOPW,0.4345,0,1
8237-ULIXL,0.4345,0,0
2254-DLXRI,0.4345,0,0
2868-MZAGQ,0.4345,0,1
6728-DKUCO,0.4344,0,0
6695-AMZUF,0.4344,0,0
2683-JXWQQ,0.4341,0,0
7602-MVRMB,0.434,0,0
6372-RFVNS,0.434,0,1
9297-EONCV,0.4339,0,0
9507-EXLTT,0.4337,0,1
5919-TMRGD,0.4337,0,1
4056-QHXHZ,0.4333,0,0
2925-VDZHY,0.4333,0,0
7868-TMWMZ,0.4333,0,0
3181-VTHOE,0.4333,0,0
3587-PMCOY,0.4331,0,0
9373-WSLOY,0.433,0,0
1930-QPBVZ,0.4329,0,0
5862-BRIXZ,0.4327,0,0
2608-BHKFN,0.4326,0,1
9526-BIHHD,0.4326,0,1
5666-MBJPT,0.4325,0,0
0018-NYROU,0.4325,0,0
1414-YADCW,0.4325,0,0
1101-SSWAG,0.4325,0,0
4662-EKDPQ,0.4324,0,1
9432-VOFYX,0.4323,0,0
5944-UGLLK,0.4321,0,0
4712-AUQZO,0.4321,0,0
8740-CRYFY,0.4317,0,1
3511-BFTJW,0.4317,0,0
5960-WPXQM,0.4316,0,1
9972-EWRJS,0.4314,0,0
3055-OYMSE,0.4314,0,0
8706-HRADD,0.4314,0,0
4501-VCPFK,0.4311,0,0
2506-CLAKW,0.4311,0,1
8993-IZEUX,0.431,0,0
5315-CKEQK,0.4308,0,0
9408-SSNVZ,0.4308,0,1
7580-UGXNC,0.4307,0,1
0979-MOZQI,0.4306,0,0
6350-XFYGW,0.4306,0,0
7964-ZRKKG,0.4305,0,0
6504-VBLFL,0.4303,0,0
1830-IPXVJ,0.4303,0,0
7110-BDTWG,0.43,0,0
0549-CYCQN,0.4296,0,0
7590-VHVEG,0.4294,0,0
7639-OPLNG,0.4293,0,0
7594-RQHXR,0.4291,0,1
6618-RYATB,0.4291,0,1
9019-QVLZD,0.4291,0,1
2514-GINMM,0.4291,0,1
8722-NGNBH,0.4291,0,1
1761-AEZZR,0.4291,0,1
5393-RXQSZ,0.4291,0,1
6701-DHKWQ,0.4287,0,0
1114-CENIM,0.4287,0,1
6734-GMPVK,0.4284,0,0
6461-SZMCV,0.4281,0,0
0699-NDKJM,0.428,0,0
5318-YKDPV,0.4276,0,0
0993-OSGPT,0.4274,0,0
7657-DYEPJ,0.4272,0,1
4816-LXZYW,0.4267,0,1
0019-GFNTW,0.4267,0,0
7789-HKSBS,0.4266,0,0
3911-RSNHI,0.4265,0,0
4423-JWZJN,0.4262,0,0
2799-ARNLO,0.4261,0,0
4825-XJGDM,0.4261,0,0
7579-KKLOE,0.426,0,0
5921-NGYRH,0.426,0,0
7951-VRDVK,0.4258,0,0
5999-LCXAO,0.4257,0,0
2079-FBMZK,0.4257,0,1
9955-QOPOY,0.4256,0,0
6240-EURKS,0.4254,0,1
3945-GFWQL,0.4253,0,1
5445-PZWGX,0.425,0,1
6987-XQSJT,0.425,0,1
3779-OSWCF,0.4249,0,0
1095-WGNGG,0.4248,0,0
4227-OJHAL,0.4248,0,0
5130-YPIRV,0.4247,0,0
0799-DDIHE,0.4244,0,0
1298-PHBTI,0.4241,0,0
5356-KZCKT,0.424,0,0
1814-WFGVS,0.4237,0,0
4189-NAKJS,0.4236,0,0
3893-JRNFS,0.4235,0,0
8111-BKVDS,0.4235,0,0
5980-NOPLP,0.4233,0,1
3621-CHYVB,0.4233,0,0
7136-RVDTZ,0.4232,0,1
5044-LRQAQ,0.4232,0,0
7278-CKDNC,0.4229,0,0
6317-YPKDH,0.4224,0,1
8665-UTDHZ,0.4224,0,1
7608-RGIRO,0.4223,0,0
5493-SDRDQ,0.422,0,1
3023-GFLBR,0.4219,0,1
2876-GZYZC,0.4219,0,0
1816-FLZDK,0.4219,0,0
0459-SPZHJ,0.4218,0,0
4323-OHFOW,0.4217,0,0
5115-SQAAU,0.4213,0,0
8046-DNVTL,0.4209,0,0
2169-RRLFW,0.4207,0,0
3569-JFODW,0.4206,0,0
3192-NQECA,0.4204,0,1
7134-MJPDY,0.4202,0,0
7384-GHBPI,0.4198,0,1
2067-QYTCF,0.4195,0,0
4548-SDBKE,0.4195,0,1
8780-YRMTT,0.4195,0,0
3978-YNKDD,0.4194,0,0
8815-LMFLX,0.4194,0,0
7816-VGHTO,0.4193,0,0
1661-CZBAU,0.4185,0,0
8495-LJDFO,0.4185,0,0
8041-TMEID,0.4184,0,0
3639-XJHKQ,0.4184,0,0
