customer_id,monthly_potential_eur,upsell_priority
1925-LFCZZ,21.08,High
8728-SKJLR,21.07,High
1194-BHJYC,21.07,High
8687-BAFGU,21.06,High
6281-FKEWS,21.04,High
5684-FJVYR,21.04,High
4480-QQRHC,21.03,High
5414-OFQCB,21.03,High
7978-DKUQH,21.02,High
1658-TJVOA,21.0,High
4441-NIHPT,20.98,High
9947-OTFQU,20.97,High
7503-QQRVF,20.96,High
0187-WZNAB,20.96,High
1428-GTBJJ,20.94,High
0983-TATYJ,20.94,High
5201-FRKKS,20.93,High
9840-EFJQB,20.92,High
4274-OWWYO,20.92,High
2880-FPNAE,20.92,High
9894-EZEWG,20.91,High
4505-EXZHB,20.91,High
9398-MMQTO,20.9,High
5839-SUYVZ,20.9,High
2024-BASKD,20.9,High
1866-OBPNR,20.89,High
2468-SJFLM,20.88,High
3411-WLRSQ,20.87,High
6250-CGGUN,20.86,High
3488-PGMQJ,20.85,High
0388-EOPEX,20.85,High
4116-TZAQJ,20.85,High
5399-ZIMKF,20.84,High
0927-LCSMG,20.84,High
6726-NNFWD,20.82,High
6229-UOLQL,20.81,High
2325-NBPZG,20.8,High
8404-VIOMB,20.8,High
3235-ETOOB,20.79,High
4343-EJVQB,20.79,High
7654-YWJUF,20.78,High
4282-YMKNA,20.77,High
8065-YKXKD,20.76,High
6424-ELEYH,20.74,High
6736-DHUQI,20.74,High
6778-JFCMK,20.73,High
3606-SBKRY,20.72,High
5240-IJOQT,20.7,High
4546-FOKWR,20.67,High
4611-ANLQC,20.65,High
9548-ZMVTX,20.6,High
0722-TROQR,20.52,High
6711-FLDFB,20.52,High
4229-CZMLL,20.51,High
9274-CNFMO,20.51,High
0439-IFYUN,20.5,High
4826-TZEVA,20.5,High
1024-VRZHF,20.49,High
0265-EDXBD,20.48,High
7235-NXZCP,20.48,High
9685-WKZGT,20.48,High
3858-VOBET,20.47,High
9494-MRNYX,20.46,High
9286-DOJGF,20.46,High
6358-LYNGM,20.45,High
1157-BQCUW,20.45,High
6906-ANDWJ,20.45,High
7912-SYRQT,20.45,High
5899-MQZZL,20.45,High
9334-GWGOW,20.44,High
4090-KPJIP,20.44,High
3765-JXVKY,20.44,High
9399-APLBT,20.44,High
3030-YDNRM,20.44,High
5233-AOZUF,20.44,High
2761-OCIAX,20.43,High
7571-YXDAD,20.43,High
6856-RAURS,20.43,High
7401-RUBNK,20.43,High
4770-UEZOX,20.43,High
3943-KDREE,20.42,High
6572-ADKRS,20.42,High
8107-KNCIM,20.42,High
5879-SESNB,20.41,High
0925-VYDLG,20.41,High
2424-WVHPL,20.41,High
2800-VEQXM,20.41,High
1452-VOQCH,20.4,High
1980-KXVPM,20.39,High
0513-RBGPE,20.39,High
8816-VXNZD,20.39,High
2984-MIIZL,20.39,High
3276-HDUEG,20.38,High
4948-WBBKL,20.38,High
4137-JOPHL,20.37,High
8676-TRMJS,20.37,High
2276-YDAVZ,20.37,High
3208-YPIOE,20.36,High
9787-XVQIU,20.34,High
3199-XGZCY,20.34,High
1228-ZLNBX,20.34,High
2460-NGXBJ,20.33,High
5570-PTWEH,20.32,High
0196-JTUQI,20.32,High
7614-QVWQL,20.3,High
9821-POOTN,20.3,High
7596-LDUXP,20.26,High
2790-XUYMV,20.23,High
2077-MPJQO,20.23,High
0617-FHSGK,20.23,High
0840-DFEZH,20.23,High
1602-IJQQE,20.23,High
2516-VQRRV,20.22,High
5146-CBVOE,20.21,High
3709-OIJEA,20.21,High
4503-BDXBD,20.18,High
0618-XWMSS,20.18,High
4301-VVZKA,20.17,High
2080-GKCWQ,20.17,High
1525-LNLOJ,20.17,High
5834-ASPWA,20.17,High
7850-VWJUU,20.17,High
4988-IQIGL,20.17,High
7410-YTJIK,20.15,High
5934-TSSAU,20.15,High
1475-VWVDO,20.14,High
3014-WJKSM,20.14,High
8778-LMWTJ,20.14,High
7730-IUTDZ,20.14,High
5214-NLTIT,20.14,High
6996-KNSML,20.14,High
8155-IBNHG,20.13,High
7611-YKYTC,20.13,High
8020-BWHYL,20.11,High
0257-ZESQC,20.11,High
1596-BBVTG,20.1,High
0529-ONKER,20.09,High
9978-HYCIN,20.09,High
6198-ZFIOJ,20.09,High
7993-PYKOF,20.09,High
9552-TGUZV,20.09,High
4628-WQCQQ,20.08,High
3966-HRMZA,20.08,High
7993-NQLJE,20.08,High
8190-ZTQFB,20.08,High
7817-BOQPW,20.08,High
9250-WYPLL,20.08,High
6505-OZNPG,20.07,High
8325-QRPZR,20.07,High
6825-UYPFK,20.06,High
9518-XXBXE,20.06,High
4851-BQDNX,20.06,High
9940-RHLFB,20.05,High
4360-PNRQB,20.04,High
4749-OJKQU,20.04,High
5564-NEMQO,20.04,High
9754-CLVZW,20.04,High
2842-BCQGE,20.04,High
9191-MYQKX,20.03,High
8695-ARGXZ,20.03,High
3627-FHKBK,20.01,High
3301-VKTGC,20.01,High
8185-UPYBR,20.01,High
1320-HTRDR,20.01,High
3733-UOCWF,20.01,High
1989-PRJHP,20.0,Medium
9943-VSZUV,19.99,Medium
6203-HBZPA,19.99,Medium
1216-JWVUX,19.98,Medium
3694-DELSO,19.97,Medium
3733-LSYCE,19.95,Medium
2122-YWVYA,19.95,Medium
3522-CDKHF,19.94,Medium
8519-QJGJD,19.93,Medium
3956-CJUST,19.93,Medium
1063-DHQJF,19.92,Medium
6726-WEXXK,19.92,Medium
1208-DNHLN,19.92,Medium
5054-IEXZT,19.9,Medium
3313-QKNKB,19.9,Medium
2452-SNHFZ,19.9,Medium
2274-XUATA,19.89,Medium
2436-QBZFP,19.88,Medium
1746-TGTWV,19.87,Medium
5087-SUURX,19.84,Medium
4967-WPNCF,19.84,Medium
0221-WMXNQ,19.84,Medium
8584-KMVXD,19.83,Medium
6034-YMTOB,19.83,Medium
7020-OZKXZ,19.81,Medium
5043-TRZWM,19.81,Medium
7354-OIJLX,19.81,Medium
0506-LVNGN,19.8,Medium
4581-SSPWD,19.8,Medium
3987-KQDDU,19.79,Medium
5652-MSDEY,19.79,Medium
7130-VTEWQ,19.76,Medium
0757-WCUUZ,19.74,Medium
6894-LFHLY,19.74,Medium
3519-ZKXGG,19.74,Medium
0301-FIDRB,19.73,Medium
3308-JSGML,19.72,Medium
0064-YIJGF,19.69,Medium
9800-ONTFE,19.69,Medium
8443-ZRDBZ,19.69,Medium
7973-DZRKH,19.69,Medium
7576-OYWBN,19.68,Medium
3315-TOTBP,19.66,Medium
3370-HXOPH,19.65,Medium
5686-CMAWK,19.65,Medium
8486-AYEQH,19.64,Medium
3563-SVYLG,19.62,Medium
6960-HVYXR,19.61,Medium
1618-CFHME,19.61,Medium
2476-YGEFM,19.59,Medium
7534-BFESC,19.59,Medium
3074-GQWYX,19.59,Medium
7595-EUIVN,19.56,Medium
5196-SGOAK,19.56,Medium
5159-YFPKQ,19.56,Medium
2523-EWWZL,19.56,Medium
1455-HFBXA,19.56,Medium
9711-FJTBX,19.55,Medium
5673-TIYIB,19.52,Medium
1262-OPMFY,19.51,Medium
1334-PDUKM,19.51,Medium
2954-PIBKO,19.5,Medium
3583-KRKMD,19.5,Medium
5022-JNQEQ,19.5,Medium
5035-BVCXS,19.49,Medium
4568-KNYWR,19.44,Medium
9444-JTXHZ,19.44,Medium
9150-HEPMB,19.43,Medium
0231-LXVAP,19.43,Medium
9134-WYRVP,19.43,Medium
8433-WXGNA,19.41,Medium
7634-WSWDB,19.4,Medium
3174-AKMAS,19.39,Medium
4685-ERGHK,19.39,Medium
5651-CRHKQ,19.38,Medium
3092-IGHWF,19.34,Medium
5315-CKEQK,19.34,Medium
0786-VSSUD,19.33,Medium
2778-OCLGR,19.31,Medium
7661-CPURM,19.31,Medium
0637-KVDLV,19.3,Medium
6537-QLGEX,19.29,Medium
0836-SEYLU,19.26,Medium
9786-YWNHU,19.26,Medium
9281-CEDRU,19.24,Medium
7625-XCQRH,19.23,Medium
8619-IJNDK,19.22,Medium
5928-QLDHB,19.22,Medium
1862-SKORY,19.2,Medium
7901-HXJVA,19.2,Medium
4628-CTTLA,19.2,Medium
2919-HBCJO,19.19,Medium
9248-OJYKK,19.19,Medium
8258-GSTJK,19.19,Medium
2294-SALNE,19.17,Medium
1689-YQBYY,19.17,Medium
2528-HFYZX,19.16,Medium
8696-JKZNU,19.16,Medium
7472-EQOAV,19.15,Medium
4846-WHAFZ,19.15,Medium
6910-HADCM,19.14,Medium
2305-MRGLV,19.14,Medium
7598-UAASY,19.14,Medium
2775-SEFEE,19.14,Medium
3296-SILRA,19.14,Medium
1092-GANHU,19.14,Medium
5835-BEQEU,19.13,Medium
8812-ZRHFP,19.13,Medium
2609-IAICY,19.12,Medium
3969-GYXEL,19.12,Medium
5204-QZXPU,19.11,Medium
1219-NNDDO,19.11,Medium
0117-LFRMW,19.11,Medium
8996-ZROXE,19.1,Medium
2070-FNEXE,19.08,Medium
6156-UZDLF,19.05,Medium
8668-KNZTI,19.01,Medium
5419-JKZNQ,18.98,Medium
8722-NGNBH,18.98,Medium
9026-LHEVG,18.96,Medium
7771-CFQRQ,18.94,Medium
1122-YJBCS,18.94,Medium
7989-AWGEH,18.91,Medium
0361-HJRDX,18.91,Medium
4189-NAKJS,18.9,Medium
3863-IUBJR,18.88,Medium
2451-YMUXS,18.88,Medium
3665-JATSN,18.83,Medium
2703-AMTUL,18.78,Medium
9018-PCIOK,18.76,Medium
9667-EQRXU,18.76,Medium
4139-DETXS,18.75,Medium
9505-SQFSW,18.74,Medium
7054-DMVAS,18.73,Medium
2535-PBCGC,18.73,Medium
9074-KGVOX,18.72,Medium
8779-QRDMV,18.71,Medium
8644-XYTSV,18.7,Medium
2550-AEVRU,18.65,Medium
2187-LZGPL,18.65,Medium
5062-CJJKH,18.65,Medium
3893-JRNFS,18.62,Medium
7860-KSUGX,18.61,Medium
9715-SBVSU,18.6,Medium
1904-WAJAA,18.59,Medium
6166-YIPFO,18.55,Medium
5456-ITGIC,18.55,Medium
3340-QBBFM,18.53,Medium
6115-ZTBFQ,18.53,Medium
7734-DBOAI,18.53,Medium
8590-YFFQO,18.52,Medium
5906-CVLHP,18.5,Medium
2176-OSJUV,18.48,Medium
5614-DNZCE,18.48,Medium
9514-JDSKI,18.47,Medium
8204-YJCLA,18.46,Medium
5275-PMFUT,18.46,Medium
9499-XPZXM,18.46,Medium
5669-SRAIP,18.45,Medium
8450-UYIBU,18.44,Medium
8318-LCNBW,18.43,Medium
9381-NDKME,18.43,Medium
6371-NZYEG,18.41,Medium
2450-ZKEED,18.41,Medium
7074-STDCN,18.4,Medium
9839-ETQOE,18.37,Medium
4381-MHQDC,18.35,Medium
7041-TXQJH,18.34,Medium
1221-GHZEP,18.33,Medium
6338-AVWCY,18.32,Medium
4334-HOWRP,18.28,Medium
7841-FCRQD,18.26,Medium
4132-POCZS,18.26,Medium
5180-UCIIQ,18.26,Medium
9242-TKFSV,18.25,Medium
8883-GRDWQ,18.22,Medium
4598-ZADCK,18.22,Medium
9705-ZJBCG,18.19,Medium
2160-GPFXD,18.16,Medium
6625-IUTTT,18.15,Medium
4079-WWQQQ,18.14,Medium
8792-AOROI,18.13,Medium
8627-EHGIP,18.12,Medium
1142-IHLOO,18.12,Medium
5115-GZDEL,18.08,Medium
4254-QPEDE,18.08,Medium
7781-HVGMK,18.08,Medium
8111-BKVDS,18.04,Medium
1530-ZTDOZ,18.04,Medium
3354-OADJP,18.03,Medium
9589-ABEPT,18.03,Medium
3482-ABPKK,18.01,Medium
6738-ISCBM,18.0,Medium
3748-FVMZZ,18.0,Medium
8807-ARQET,17.98,Medium
9443-JUBUO,17.95,Medium
6435-VWCCY,17.91,Medium
3422-WJOYD,17.9,Medium
9931-DCEZH,17.88,Medium
0769-MURVM,17.87,Medium
0557-ASKVU,17.85,Medium
1099-BTKWT,17.85,Medium
7349-ALMUX,17.84,Medium
7322-OCWHC,17.83,Medium
5360-XGYAZ,17.77,Medium
6374-AFWOX,17.76,Medium
3512-IZIKN,17.76,Medium
0531-XBKMM,17.75,Medium
6576-FBXOJ,17.74,Medium
4102-HLENU,17.73,Medium
8908-NMQTX,17.73,Medium
4355-CVPVS,17.71,Medium
1708-PBBOA,17.7,Medium
8259-DZLIZ,17.68,Medium
8409-WQJUX,17.62,Medium
5536-SLHPM,17.6,Medium
7113-HIPFI,17.59,Medium
3537-HPKQT,17.58,Medium
8023-QHAIO,17.55,Medium
8350-NYMVI,17.53,Medium
4615-PIVVU,17.49,Medium
8990-YOZLV,17.45,Medium
9200-NLNPD,17.45,Medium
9776-CLUJA,17.44,Medium
7710-JSYOA,17.42,Medium
0475-RIJEP,17.42,Medium
2225-ZRGSG,17.4,Medium
6981-TDRFT,17.39,Medium
2530-ENDWQ,17.38,Medium
4412-YLTKF,17.37,Medium
7399-QHBJS,17.37,Medium
0420-TXVSG,17.36,Medium
0248-PGHBZ,17.34,Medium
2812-ENYMO,17.34,Medium
8981-FJGLA,17.34,Medium
3249-ZPQRG,17.33,Medium
7072-MBHEV,17.33,Medium
7786-WBJYI,17.3,Medium
1301-LOPVR,17.29,Medium
1304-NECVQ,17.28,Medium
6094-ZIVKX,17.26,Medium
4059-IIEBK,17.25,Medium
9755-JHNMN,17.25,Medium
5606-AMZBO,17.24,Medium
2676-SSLTO,17.23,Medium
6178-KFNHS,17.23,Medium
1266-NZYUI,17.22,Medium
3317-VLGQT,17.2,Medium
0623-IIHUG,17.19,Medium
3096-IZETN,17.18,Medium
7159-NOKYQ,17.18,Medium
1569-TTNYJ,17.16,Medium
5176-OLSKT,17.14,Medium
5288-AHOUP,17.13,Medium
6877-LGWXO,17.13,Medium
2190-BCXEC,17.13,Medium
9465-RWMXL,17.11,Medium
5944-UGLLK,17.1,Medium
8338-QIUNR,17.1,Medium
2254-DLXRI,17.09,Medium
5175-WLYXL,17.08,Medium
0716-BQNDX,17.08,Medium
1965-AKTSX,17.08,Medium
3088-LHEFH,17.08,Medium
7627-JKIAZ,17.07,Medium
7493-TPUWZ,17.07,Medium
9777-IQHWP,17.06,Medium
8050-XGRVL,17.06,Medium
5561-NWEVX,17.05,Medium
3392-EHMNK,17.04,Medium
2956-GGUCQ,17.03,Medium
4816-LXZYW,17.02,Medium
2430-RRYUW,17.01,Medium
6195-MELTI,17.0,Medium
6400-BWQKW,17.0,Medium
2511-MORQY,16.99,Medium
7273-TEFQD,16.98,Medium
8637-XJIVR,16.98,Medium
7126-RBHSD,16.97,Medium
6897-RWMUB,16.96,Medium
9769-TSBZE,16.96,Medium
4818-QIUFN,16.95,Medium
1024-KPRBB,16.93,Medium
8707-RMEZH,16.91,Medium
6461-PPAXN,16.91,Medium
5306-BVTKJ,16.91,Medium
2533-QVMSK,16.9,Medium
9355-NPPFS,16.89,Medium
9411-TPQQV,16.89,Medium
6345-ULYRW,16.88,Medium
6175-IRFIT,16.86,Medium
8945-GRKHX,16.86,Medium
1689-MRZQR,16.86,Medium
5271-DBYSJ,16.85,Medium
1226-IENZN,16.84,Medium
6351-SCJKT,16.83,Medium
4210-QFJMF,16.82,Medium
6689-TCZHQ,16.81,Medium
8387-MOJJT,16.78,Medium
2754-XBHTB,16.78,Medium
7018-WBJNK,16.77,Medium
2777-PHDEI,16.76,Medium
9837-BMCLM,16.76,Medium
2434-EEVDB,16.75,Medium
9885-CSMWE,16.74,Medium
6376-GAHQE,16.74,Medium
1877-HKBQX,16.72,Medium
2724-FJDYW,16.71,Medium
7901-IIDQV,16.68,Medium
4274-DRSQT,16.66,Medium
5575-GNVDE,16.64,Medium
9619-GSATL,16.64,Medium
3224-DFQNQ,16.6,Medium
6994-ORCWG,16.59,Medium
4183-WCSEP,16.58,Medium
0365-GXEZS,16.57,Medium
7964-ZRKKG,16.57,Medium
6946-LMSQS,16.57,Medium
4013-TLDHQ,16.57,Medium
4465-VDKIQ,16.56,Medium
6008-NAIXK,16.56,Medium
6311-UEUME,16.54,Medium
3955-JBZZM,16.53,Medium
8456-QDAVC,16.52,Medium
6372-RFVNS,16.51,Medium
5960-WPXQM,16.5,Medium
8580-AECUZ,16.5,Medium
8740-CRYFY,16.5,Medium
6567-HOOPW,16.49,Medium
7198-GLXTC,16.49,Medium
9231-ZJYAM,16.48,Medium
3855-ONCAR,16.47,Medium
8752-STIVR,16.47,Medium
7638-QVMVY,16.47,Medium
6693-DJWTY,16.47,Medium
7880-XSOJX,16.47,Medium
2898-LSJGD,16.46,Medium
2188-SXWVT,16.46,Medium
1042-HFUCW,16.45,Medium
2432-TFSMK,16.45,Medium
6668-CNMFP,16.44,Medium
5161-XEUVX,16.42,Medium
1830-GGFNM,16.41,Medium
7721-JXEAW,16.39,Medium
6586-PSJOX,16.36,Medium
5998-DZLYR,16.34,Medium
4576-CSAJH,16.34,Medium
1371-WEPDS,16.32,Medium
3800-LYTRK,16.31,Medium
3067-SVMTC,16.3,Medium
9987-LUTYD,16.28,Medium
5887-IKKYO,16.25,Medium
6538-POCHL,16.24,Medium
6646-JPPHA,16.23,Medium
4587-NUKOX,16.23,Medium
5760-FXFVO,16.22,Medium
4024-CSNBY,16.21,Medium
7765-LWVVH,16.21,Medium
7957-RYHQD,16.2,Medium
6388-TABGU,16.2,Medium
2039-JONDJ,16.2,Medium
9894-QMIMJ,16.19,Medium
6288-LBEAR,16.17,Medium
9391-DXGGG,16.14,Medium
1264-FUHCX,16.13,Medium
2190-PHBHR,16.11,Medium
0431-APWVY,16.11,Medium
8465-SBRXP,16.11,Medium
5968-XQIVE,16.1,Medium
6416-JNVRK,16.09,Medium
7746-QYVCO,16.07,Medium
9742-XOKTS,16.05,Medium
8225-BTJAU,16.05,Medium
2868-MZAGQ,16.04,Medium
2026-TGDHM,16.03,Medium
4607-CHPCA,16.03,Medium
0743-HRVFF,16.02,Medium
9831-BPFRI,16.01,Medium
3128-YOVTD,16.01,Medium
6987-XQSJT,16.0,Medium
9029-FEGVJ,15.99,Medium
3312-ZWLGF,15.98,Medium
6298-QDFNH,15.98,Medium
6985-HAYWX,15.98,Medium
0872-NXJYS,15.97,Medium
2070-XYMFH,15.97,Medium
4910-AQFFX,15.96,Medium
1730-ZMAME,15.96,Medium
1307-TVUFB,15.94,Medium
8226-BXGES,15.94,Medium
0661-WCQNQ,15.91,Medium
6968-URWQU,15.9,Medium
6322-PJJDJ,15.9,Medium
8109-YUOHE,15.89,Medium
2688-BHGOG,15.89,Medium
5724-BIDBU,15.89,Medium
4631-OACRM,15.88,Medium
9317-WZPGV,15.88,Medium
7363-QTBIW,15.87,Medium
8639-NHQEI,15.87,Medium
7594-RQHXR,15.86,Medium
0495-RVCBF,15.86,Medium
5393-RXQSZ,15.86,Medium
4713-LZDRV,15.85,Medium
6933-FHBZC,15.84,Medium
1447-PJGGA,15.84,Medium
9060-HJJRW,15.84,Medium
2519-TWKFS,15.83,Medium
2694-CIUMO,15.83,Medium
6584-VQMYT,15.83,Medium
4290-BSXUX,15.82,Medium
6618-RYATB,15.81,Medium
3422-GALYP,15.81,Medium
0076-LVEPS,15.81,Medium
6838-YAUVY,15.81,Medium
6941-PMGEP,15.8,Medium
3420-YJLQT,15.8,Medium
2640-PMGFL,15.8,Medium
7074-IEVOJ,15.79,Medium
7025-IWFHT,15.79,Medium
2203-GHNWN,15.79,Medium
2154-KVJFF,15.79,Medium
6110-OHIHY,15.79,Medium
1918-ZBFQJ,15.77,Medium
4806-KEXQR,15.76,Medium
8988-ECPJR,15.75,Medium
7567-ECMCM,15.75,Medium
2187-PKZAY,15.74,Medium
1285-OKIPP,15.73,Medium
1448-PWKYE,15.73,Medium
5198-HQAEN,15.73,Medium
9507-EXLTT,15.71,Medium
8128-YVJRG,15.7,Medium
5919-TMRGD,15.7,Medium
8570-KLJYJ,15.69,Medium
2252-ISRNH,15.68,Medium
6244-BESBM,15.67,Medium
6906-MPARY,15.66,Medium
9419-IPPBE,15.65,Medium
7148-XZPHA,15.65,Medium
2057-BOYKM,15.65,Medium
8679-LZBMD,15.64,Medium
2758-RNWXS,15.64,Medium
2639-UGMAZ,15.64,Medium
8642-GVWRF,15.62,Medium
2858-MOFSQ,15.6,Medium
1710-RCXUS,15.6,Medium
6211-WHMYA,15.59,Medium
5504-WSIUR,15.59,Medium
6064-PUPMC,15.58,Medium
8086-OVPWV,15.58,Medium
9897-KXHCM,15.58,Medium
7508-KBIMB,15.57,Medium
6416-YJTTB,15.57,Medium
1678-FYZOW,15.57,Medium
6086-ESGRL,15.57,Medium
1981-INRFU,15.56,Medium
9128-CPXKI,15.56,Medium
6437-UKHMV,15.56,Medium
6229-LSCKB,15.55,Medium
4572-DVCGN,15.55,Medium
2514-GINMM,15.54,Medium
5442-XSDCW,15.54,Medium
6784-XYJAE,15.54,Medium
9779-DPNEJ,15.54,Medium
1761-AEZZR,15.54,Medium
9019-QVLZD,15.54,Medium
9948-YPTDG,15.54,Medium
8058-INTPH,15.53,Medium
4248-HCETZ,15.52,Medium
9412-ARGBX,15.51,Medium
1910-FMXJM,15.5,Medium
0727-IWKVK,15.5,Medium
6961-VCPMC,15.5,Medium
2789-HQBOU,15.49,Medium
8943-URTMR,15.49,Medium
5389-FFVKB,15.48,Medium
4547-KQRTM,15.47,Medium
5364-EVNIB,15.47,Medium
3841-NFECX,15.46,Medium
8544-GOQSH,15.45,Medium
7133-VBDCG,15.45,Medium
9643-AVVWI,15.44,Medium
9773-PEQBZ,15.43,Medium
0585-EGDDA,15.42,Medium
0495-ZBNGW,15.42,Medium
7995-ZHHNZ,15.42,Medium
2746-DIJLO,15.42,Medium
4828-FAZPK,15.41,Medium
3814-MLAXC,15.41,Medium
4619-EVPHY,15.41,Medium
7129-CAKJW,15.4,Medium
5243-SAOTC,15.4,Medium
9300-RENDD,15.4,Medium
5712-PTIWW,15.4,Medium
7881-EVUAD,15.39,Medium
6496-JDSSB,15.39,Medium
6266-QHOJZ,15.39,Medium
0020-INWCK,15.39,Medium
1867-TJHTS,15.38,Medium
8821-XNHVZ,15.38,Medium
4234-XTNEA,15.38,Medium
6719-FGEDO,15.38,Medium
4283-FUTGF,15.38,Medium
6161-UUUTA,15.38,Medium
1184-PJVDB,15.38,Medium
8104-OSKWT,15.38,Medium
9500-LTVBP,15.38,Medium
9003-CPATH,15.37,Medium
3481-JHUZH,15.36,Medium
1346-UFHAX,15.36,Medium
8010-EZLOU,15.35,Medium
2205-LPVGL,15.35,Medium
6952-OMNWB,15.35,Medium
2320-SLKMB,15.35,Medium
4423-JWZJN,15.35,Medium
1527-SXDPN,15.35,Medium
0137-OCGAB,15.35,Medium
7356-IWLFW,15.34,Medium
7693-LCKZL,15.33,Medium
1591-NFNLQ,15.33,Medium
8079-XRJRS,15.33,Medium
0793-TWELN,15.32,Medium
4818-DRBQT,15.32,Medium
8212-CRQXP,15.31,Medium
4908-XAXAY,15.3,Medium
3904-UKFRE,15.3,Medium
0537-QYZZN,15.3,Medium
2674-MIAHT,15.28,Medium
7410-OIEDU,15.28,Medium
1251-STYSZ,15.28,Medium
1930-QPBVZ,15.27,Medium
2359-KMGLI,15.26,Medium
6728-CZFEI,15.24,Medium
9391-EOYLI,15.24,Medium
9696-RMYBA,15.23,Medium
6204-IEUXJ,15.23,Medium
6893-ODYYE,15.22,Medium
2867-UIMSS,15.22,Medium
1174-FGIFN,15.22,Medium
5599-HVLTW,15.22,Medium
5494-HECPR,15.21,Medium
6918-UMQCG,15.21,Medium
9689-PTNPG,15.21,Medium
2761-XECQW,15.2,Medium
4529-CKBCL,15.2,Medium
0928-XUTSN,15.19,Medium
2737-YNGYW,15.18,Medium
2796-UUZZO,15.18,Medium
4277-PVRAN,15.18,Medium
2959-MJHIC,15.17,Medium
4086-YQSNZ,15.17,Medium
3956-MGXOG,15.17,Medium
6568-POCUI,15.16,Medium
0947-IDHRQ,15.16,Medium
6303-KFWSL,15.16,Medium
7903-CMPEY,15.16,Medium
5533-NHFRF,15.15,Medium
5301-GAUUY,15.15,Medium
8496-DMZUK,15.15,Medium
8405-IGQFX,15.15,Medium
7375-WMVMT,15.11,Medium
0048-LUMLS,15.11,Medium
5913-INRQV,15.1,Medium
7964-VEXDG,15.1,Medium
0643-OKLRP,15.1,Medium
7016-NVRIC,15.03,Medium
4636-QRJKY,15.02,Medium
6242-FEGFD,15.02,Medium
6330-JKLPC,15.0,Medium
6702-OHFWR,15.0,Medium
7495-OOKFY,14.99,Medium
4741-WWJQZ,14.98,Medium
9921-ZVRHG,14.97,Medium
5453-AXEPF,14.97,Medium
7820-ZYGNY,14.95,Medium
7824-PANSQ,14.94,Medium
2868-SNELZ,14.93,Medium
8444-WRIDW,14.91,Medium
5998-VVEJY,14.91,Medium
3503-TYDAY,14.9,Medium
8819-IMISP,14.9,Medium
8490-BXHEO,14.9,Medium
2397-BRLOM,14.89,Medium
6923-JHPMP,14.89,Medium
1271-SJBGZ,14.89,Medium
8854-CCVSQ,14.89,Medium
0570-BFQHT,14.88,Medium
3130-ICDUP,14.88,Medium
1384-RCUXW,14.88,Medium
2911-WDXMV,14.88,Medium
9840-DVNDC,14.88,Medium
6551-GNYDG,14.87,Medium
7278-CKDNC,14.87,Medium
6357-JJPQT,14.87,Medium
3671-SHRSP,14.86,Medium
8183-ONMXC,14.85,Medium
9369-XFEHK,14.85,Medium
6000-APYLU,14.85,Medium
5275-SQEIZ,14.84,Medium
7563-BIUPC,14.84,Medium
5729-KLZAR,14.84,Medium
6457-USBER,14.83,Medium
3865-QBWSJ,14.83,Medium
7402-PWYJJ,14.82,Medium
8646-JCOMS,14.82,Medium
7826-VVKWT,14.82,Medium
7439-DKZTW,14.81,Medium
0318-QUUOB,14.81,Medium
0256-LTHVJ,14.81,Medium
7760-OYPDY,14.8,Medium
5206-XZZQI,14.8,Medium
2018-QKYGT,14.8,Medium
9871-ELEYA,14.8,Medium
8740-XLHDR,14.79,Medium
5228-EXCET,14.79,Medium
7851-FLGGQ,14.79,Medium
9878-TNQGW,14.78,Medium
6959-UWKHF,14.78,Medium
8756-RDDLT,14.77,Medium
2951-QOQTK,14.75,Medium
4612-SSVHJ,14.73,Medium
8268-YDIXR,14.71,Medium
4614-NUVZD,14.71,Medium
5198-EFNBM,14.7,Medium
0940-OUQEC,14.69,Medium
9957-YODKZ,14.69,Medium
6486-LHTMA,14.69,Medium
7169-YWAMK,14.68,Medium
4524-QCSSM,14.67,Medium
6103-BOCOU,14.66,Medium
7395-IGJOS,14.65,Medium
4817-QRJSX,14.63,Medium
9386-LDCZR,14.59,Medium
7703-ZEKEF,14.57,Medium
7587-RZNME,14.57,Medium
5337-IIWKZ,14.57,Medium
6481-OGDOO,14.57,Medium
4795-KTRTH,14.57,Medium
3404-JNXAX,14.56,Medium
1704-NRWYE,14.55,Medium
6458-CYIDZ,14.55,Medium
9644-KVCNC,14.55,Medium
7432-FFVAR,14.54,Medium
4143-OOBWZ,14.53,Medium
8808-ELEHO,14.52,Medium
5022-KVDQT,14.51,Medium
4184-VODJZ,14.51,Medium
4138-NAXED,14.5,Medium
3191-CSNMG,14.5,Medium
1707-HABPF,14.49,Medium
3842-QTGDL,14.49,Medium
6786-OBWQR,14.49,Medium
2845-KDHVX,14.49,Medium
6080-TCMYC,14.48,Medium
5208-FVQKB,14.48,Medium
6259-WJQLC,14.48,Medium
6729-GDNGC,14.47,Medium
2955-BJZHG,14.47,Medium
1871-MOWRM,14.46,Medium
7426-WEIJX,14.46,Medium
9560-ARGQJ,14.45,Medium
4299-SIMNS,14.45,Medium
4139-JPIAM,14.45,Medium
7929-DMBCV,14.44,Medium
9993-LHIEB,14.43,Medium
2612-RRIDN,14.43,Medium
5803-NQJZO,14.42,Medium
5445-UTODQ,14.4,Medium
5681-LLOEI,14.4,Medium
9095-HFAFX,14.4,Medium
5650-YLIBA,14.4,Medium
2669-QVCRG,14.38,Medium
9625-QSTYE,14.38,Medium
