customer_id,churn_score,risk_tier,recommended_action
0988-JRWWP,0.5334,High,Visita urgente - oferta de retencion personalizada
5701-YVSVF,0.5331,High,Visita urgente - oferta de retencion personalizada
1335-NTIUC,0.5331,High,Visita urgente - oferta de retencion personalizada
6413-XKKPU,0.533,High,Visita urgente - oferta de retencion personalizada
7586-ZATGZ,0.533,High,Visita urgente - oferta de retencion personalizada
4558-FANTW,0.5328,High,Visita urgente - oferta de retencion personalizada
5858-EAFCZ,0.5327,High,Visita urgente - oferta de retencion personalizada
1816-FLZDK,0.5325,High,Visita urgente - oferta de retencion personalizada
7056-IMHCC,0.5325,High,Visita urgente - oferta de retencion personalizada
8059-UDZFY,0.5324,High,Visita urgente - oferta de retencion personalizada
9714-EDSUC,0.5322,High,Visita urgente - oferta de retencion personalizada
3891-PUQOD,0.5322,High,Visita urgente - oferta de retencion personalizada
4658-HCOHW,0.5318,High,Visita urgente - oferta de retencion personalizada
2114-MGINA,0.5315,High,Visita urgente - oferta de retencion personalizada
0434-CSFON,0.5315,High,Visita urgente - oferta de retencion personalizada
1989-PRJHP,0.5313,High,Visita urgente - oferta de retencion personalizada
0115-TFERT,0.5306,High,Visita urgente - oferta de retencion personalizada
4815-GBTCD,0.5305,High,Visita urgente - oferta de retencion personalizada
7321-VGNKU,0.5305,High,Visita urgente - oferta de retencion personalizada
0032-PGELS,0.5305,High,Visita urgente - oferta de retencion personalizada
3748-FVMZZ,0.5303,High,Visita urgente - oferta de retencion personalizada
6319-IEJWJ,0.5303,High,Visita urgente - oferta de retencion personalizada
6851-WEFYX,0.5301,High,Visita urgente - oferta de retencion personalizada
0018-NYROU,0.5297,High,Visita urgente - oferta de retencion personalizada
1777-JYQPJ,0.5297,High,Visita urgente - oferta de retencion personalizada
0621-TWIEM,0.5294,High,Visita urgente - oferta de retencion personalizada
5899-OUVKV,0.5292,High,Visita urgente - oferta de retencion personalizada
6646-VRFOL,0.5291,High,Visita urgente - oferta de retencion personalizada
3208-YPIOE,0.529,High,Visita urgente - oferta de retencion personalizada
7245-NIIWQ,0.5289,High,Visita urgente - oferta de retencion personalizada
2962-XPMCQ,0.5289,High,Visita urgente - oferta de retencion personalizada
7129-CAKJW,0.5287,High,Visita urgente - oferta de retencion personalizada
5569-OUICF,0.5284,High,Visita urgente - oferta de retencion personalizada
0654-HMSHN,0.5283,High,Visita urgente - oferta de retencion personalizada
3085-QUOZK,0.5278,High,Visita urgente - oferta de retencion personalizada
8544-GOQSH,0.5276,High,Visita urgente - oferta de retencion personalizada
6651-AZVTJ,0.5275,High,Visita urgente - oferta de retencion personalizada
9638-JIQYA,0.5275,High,Visita urgente - oferta de retencion personalizada
3130-ICDUP,0.5274,High,Visita urgente - oferta de retencion personalizada
9398-MMQTO,0.5272,High,Visita urgente - oferta de retencion personalizada
6267-DCFFZ,0.5271,High,Visita urgente - oferta de retencion personalizada
6900-PXRMS,0.527,High,Visita urgente - oferta de retencion personalizada
6402-ZFPPI,0.527,High,Visita urgente - oferta de retencion personalizada
2903-YYTBW,0.527,High,Visita urgente - oferta de retencion personalizada
8875-AKBYH,0.5268,High,Visita urgente - oferta de retencion personalizada
7377-DMMRI,0.5266,High,Visita urgente - oferta de retencion personalizada
9912-GVSEQ,0.5265,High,Visita urgente - oferta de retencion personalizada
4029-HPFVY,0.5263,High,Visita urgente - oferta de retencion personalizada
9465-RWMXL,0.5263,High,Visita urgente - oferta de retencion personalizada
4248-QPAVC,0.5256,High,Visita urgente - oferta de retencion personalizada
3439-GVUSX,0.5256,High,Visita urgente - oferta de retencion personalizada
6022-KOUQO,0.5255,High,Visita urgente - oferta de retencion personalizada
4652-NNHNY,0.5254,High,Visita urgente - oferta de retencion personalizada
5144-TVGLP,0.5247,High,Visita urgente - oferta de retencion personalizada
6178-KFNHS,0.5246,High,Visita urgente - oferta de retencion personalizada
4625-EWPTF,0.5246,High,Visita urgente - oferta de retencion personalizada
8263-JQAIK,0.5244,High,Visita urgente - oferta de retencion personalizada
2969-QWUBZ,0.5238,High,Visita urgente - oferta de retencion personalizada
7278-CKDNC,0.5237,High,Visita urgente - oferta de retencion personalizada
4659-NZRUF,0.5237,High,Visita urgente - oferta de retencion personalizada
6907-FLBER,0.5237,High,Visita urgente - oferta de retencion personalizada
0491-KAPQG,0.5235,High,Visita urgente - oferta de retencion personalizada
9779-DPNEJ,0.5231,High,Visita urgente - oferta de retencion personalizada
5453-AXEPF,0.5229,High,Visita urgente - oferta de retencion personalizada
2154-KVJFF,0.5229,High,Visita urgente - oferta de retencion personalizada
8800-JOOCF,0.5228,High,Visita urgente - oferta de retencion personalizada
9448-REEVD,0.5221,High,Visita urgente - oferta de retencion personalizada
3934-HXCFZ,0.5221,High,Visita urgente - oferta de retencion personalizada
8486-AYEQH,0.5218,High,Visita urgente - oferta de retencion personalizada
3951-NJCVI,0.5213,High,Visita urgente - oferta de retencion personalizada
3223-DWFIO,0.5208,High,Visita urgente - oferta de retencion personalizada
8949-JTMAY,0.5204,High,Visita urgente - oferta de retencion personalizada
0524-IAVZO,0.5201,High,Visita urgente - oferta de retencion personalizada
8818-XYFCQ,0.5199,High,Visita urgente - oferta de retencion personalizada
8903-WMRNW,0.5198,High,Visita urgente - oferta de retencion personalizada
1478-VPOAD,0.5198,High,Visita urgente - oferta de retencion personalizada
7952-OBOYL,0.5198,High,Visita urgente - oferta de retencion personalizada
1260-TTRXI,0.5192,High,Visita urgente - oferta de retencion personalizada
2603-HVKCG,0.5192,High,Visita urgente - oferta de retencion personalizada
0637-YLETY,0.5188,High,Visita urgente - oferta de retencion personalizada
7851-FLGGQ,0.5186,High,Visita urgente - oferta de retencion personalizada
6260-ONULR,0.5185,High,Visita urgente - oferta de retencion personalizada
3904-UKFRE,0.518,High,Visita urgente - oferta de retencion personalizada
1597-LHYNC,0.518,High,Visita urgente - oferta de retencion personalizada
3223-WZWJM,0.5177,High,Visita urgente - oferta de retencion personalizada
8914-RBTSB,0.5176,High,Visita urgente - oferta de retencion personalizada
7852-LECYP,0.5176,High,Visita urgente - oferta de retencion personalizada
1000-AJSLD,0.5172,High,Visita urgente - oferta de retencion personalizada
1240-KNSEZ,0.5172,High,Visita urgente - oferta de retencion personalizada
2189-WWOEW,0.517,High,Visita urgente - oferta de retencion personalizada
0793-TWELN,0.517,High,Visita urgente - oferta de retencion personalizada
5981-ITEMU,0.5169,High,Visita urgente - oferta de retencion personalizada
2507-QZPQS,0.5169,High,Visita urgente - oferta de retencion personalizada
5087-SUURX,0.5166,High,Visita urgente - oferta de retencion personalizada
8305-VHZBZ,0.5163,High,Visita urgente - oferta de retencion personalizada
5356-RHIPP,0.5163,High,Visita urgente - oferta de retencion personalizada
5673-FSSMF,0.5162,High,Visita urgente - oferta de retencion personalizada
0196-JTUQI,0.5158,High,Visita urgente - oferta de retencion personalizada
8757-TFHHJ,0.5157,High,Visita urgente - oferta de retencion personalizada
8364-TRMMK,0.5157,High,Visita urgente - oferta de retencion personalizada
4201-JMNGR,0.5155,High,Visita urgente - oferta de retencion personalizada
3627-FCRDW,0.5154,High,Visita urgente - oferta de retencion personalizada
3768-NLUBH,0.5153,High,Visita urgente - oferta de retencion personalizada
4998-IKFSE,0.5151,High,Visita urgente - oferta de retencion personalizada
0587-DMGBH,0.515,High,Visita urgente - oferta de retencion personalizada
2824-MYYBN,0.5144,High,Visita urgente - oferta de retencion personalizada
0148-DCDOS,0.514,High,Visita urgente - oferta de retencion personalizada
1907-UBQFC,0.5139,High,Visita urgente - oferta de retencion personalizada
0322-YINQP,0.5135,High,Visita urgente - oferta de retencion personalizada
6034-YMTOB,0.5132,High,Visita urgente - oferta de retencion personalizada
5351-QESIO,0.5127,High,Visita urgente - oferta de retencion personalizada
9898-KZQDZ,0.5124,High,Visita urgente - oferta de retencion personalizada
1766-GKNMI,0.5118,High,Visita urgente - oferta de retencion personalizada
9093-FPDLG,0.5117,High,Visita urgente - oferta de retencion personalizada
3757-NJYBX,0.5117,High,Visita urgente - oferta de retencion personalizada
1902-XBTFB,0.5116,High,Visita urgente - oferta de retencion personalizada
6242-MBHPK,0.5115,High,Visita urgente - oferta de retencion personalizada
1346-UFHAX,0.5113,High,Visita urgente - oferta de retencion personalizada
9214-EKVXR,0.5112,High,Visita urgente - oferta de retencion personalizada
8705-WZCYL,0.5108,High,Visita urgente - oferta de retencion personalizada
4373-VVHQL,0.5108,High,Visita urgente - oferta de retencion personalizada
2049-BAFNW,0.5104,High,Visita urgente - oferta de retencion personalizada
7580-UGXNC,0.5104,High,Visita urgente - oferta de retencion personalizada
5295-PCJOO,0.5102,High,Visita urgente - oferta de retencion personalizada
9506-UXUSK,0.5102,High,Visita urgente - oferta de retencion personalizada
9432-VOFYX,0.5101,High,Visita urgente - oferta de retencion personalizada
5759-RCVCB,0.5096,High,Visita urgente - oferta de retencion personalizada
8676-OOQEJ,0.5096,High,Visita urgente - oferta de retencion personalizada
5650-YLIBA,0.5089,High,Visita urgente - oferta de retencion personalizada
3866-MDTUB,0.5088,High,Visita urgente - oferta de retencion personalizada
3716-UVSPD,0.5087,High,Visita urgente - oferta de retencion personalizada
2037-SGXHH,0.5085,High,Visita urgente - oferta de retencion personalizada
0320-JDNQG,0.5078,High,Visita urgente - oferta de retencion personalizada
1730-ZMAME,0.5075,High,Visita urgente - oferta de retencion personalizada
3798-EPWRR,0.5073,High,Visita urgente - oferta de retencion personalizada
9824-BEMCV,0.5072,High,Visita urgente - oferta de retencion personalizada
0315-LVCRK,0.5069,High,Visita urgente - oferta de retencion personalizada
1871-MOWRM,0.5068,High,Visita urgente - oferta de retencion personalizada
2692-BUCFV,0.5066,High,Visita urgente - oferta de retencion personalizada
2955-PSXOE,0.5059,High,Visita urgente - oferta de retencion personalizada
7841-TZDMQ,0.5055,High,Visita urgente - oferta de retencion personalizada
4587-NUKOX,0.5047,High,Visita urgente - oferta de retencion personalizada
1769-GRUIK,0.5045,High,Visita urgente - oferta de retencion personalizada
4661-NJEUX,0.5043,High,Visita urgente - oferta de retencion personalizada
4291-SHSBH,0.5039,High,Visita urgente - oferta de retencion personalizada
3577-AMVUX,0.5038,High,Visita urgente - oferta de retencion personalizada
2369-FEVNO,0.5038,High,Visita urgente - oferta de retencion personalizada
2273-QCKXA,0.5036,High,Visita urgente - oferta de retencion personalizada
5207-PLSTK,0.5033,High,Visita urgente - oferta de retencion personalizada
4361-JEIVL,0.5032,High,Visita urgente - oferta de retencion personalizada
1212-GLHMD,0.5032,High,Visita urgente - oferta de retencion personalizada
7434-SHXLS,0.5031,High,Visita urgente - oferta de retencion personalizada
0426-TIRNE,0.5031,High,Visita urgente - oferta de retencion personalizada
7243-LCGGZ,0.5031,High,Visita urgente - oferta de retencion personalizada
7675-OZCZG,0.5029,High,Visita urgente - oferta de retencion personalizada
0836-SEYLU,0.5025,High,Visita urgente - oferta de retencion personalizada
2568-BRGYX,0.5023,High,Visita urgente - oferta de retencion personalizada
3668-QPYBK,0.502,High,Visita urgente - oferta de retencion personalizada
0082-LDZUE,0.502,High,Visita urgente - oferta de retencion personalizada
1113-IUJYX,0.502,High,Visita urgente - oferta de retencion personalizada
5364-XYIRR,0.5019,High,Visita urgente - oferta de retencion personalizada
9692-TUSXH,0.5016,High,Visita urgente - oferta de retencion personalizada
3587-PMCOY,0.5015,High,Visita urgente - oferta de retencion personalizada
1891-UAWWU,0.5012,High,Visita urgente - oferta de retencion personalizada
3923-CSIHK,0.5012,High,Visita urgente - oferta de retencion personalizada
3352-ALMCK,0.5009,High,Visita urgente - oferta de retencion personalizada
4855-SNKMY,0.5009,High,Visita urgente - oferta de retencion personalizada
4958-GZWIY,0.5006,High,Visita urgente - oferta de retencion personalizada
2800-QQUSO,0.5006,High,Visita urgente - oferta de retencion personalizada
1942-OQFRW,0.5005,High,Visita urgente - oferta de retencion personalizada
2309-OSFEU,0.5004,High,Visita urgente - oferta de retencion personalizada
6917-IAYHD,0.5003,High,Visita urgente - oferta de retencion personalizada
9058-MJLZC,0.4997,High,Visita urgente - oferta de retencion personalizada
6400-BWQKW,0.4996,High,Visita urgente - oferta de retencion personalizada
6559-PDZLR,0.4995,High,Visita urgente - oferta de retencion personalizada
5215-LNLDJ,0.4994,High,Visita urgente - oferta de retencion personalizada
9369-XFEHK,0.4993,High,Visita urgente - oferta de retencion personalizada
2372-HWUHI,0.4992,High,Visita urgente - oferta de retencion personalizada
8286-AFUYI,0.4991,High,Visita urgente - oferta de retencion personalizada
4897-QSUYC,0.4989,High,Visita urgente - oferta de retencion personalizada
0578-SKVMF,0.4989,High,Visita urgente - oferta de retencion personalizada
1641-RQDAY,0.4989,High,Visita urgente - oferta de retencion personalizada
1471-GIQKQ,0.4987,High,Visita urgente - oferta de retencion personalizada
8988-ECPJR,0.4987,High,Visita urgente - oferta de retencion personalizada
9752-ZNQUT,0.4983,High,Visita urgente - oferta de retencion personalizada
4412-YLTKF,0.4979,High,Visita urgente - oferta de retencion personalizada
8012-SOUDQ,0.4976,High,Visita urgente - oferta de retencion personalizada
5522-JBWMO,0.4975,High,Visita urgente - oferta de retencion personalizada
4828-FAZPK,0.4969,High,Visita urgente - oferta de retencion personalizada
6142-VSJQO,0.4969,High,Visita urgente - oferta de retencion personalizada
3058-HJCUY,0.4967,High,Visita urgente - oferta de retencion personalizada
6982-UQZLY,0.4967,High,Visita urgente - oferta de retencion personalizada
5624-BQSSA,0.4959,High,Visita urgente - oferta de retencion personalizada
4289-DTDKW,0.4948,High,Visita urgente - oferta de retencion personalizada
0848-ZGQIJ,0.4948,High,Visita urgente - oferta de retencion personalizada
1216-JWVUX,0.4946,High,Visita urgente - oferta de retencion personalizada
1536-HBSWP,0.4945,High,Visita urgente - oferta de retencion personalizada
5515-AKOAJ,0.4941,High,Visita urgente - oferta de retencion personalizada
2884-GBPFB,0.4938,High,Visita urgente - oferta de retencion personalizada
5153-RTHKF,0.4937,High,Visita urgente - oferta de retencion personalizada
0537-QYZZN,0.4932,High,Visita urgente - oferta de retencion personalizada
6235-VDHOM,0.4932,High,Visita urgente - oferta de retencion personalizada
3415-TAILE,0.4931,High,Visita urgente - oferta de retencion personalizada
1689-MRZQR,0.493,High,Visita urgente - oferta de retencion personalizada
1894-IGFSG,0.493,High,Visita urgente - oferta de retencion personalizada
7312-XSBAT,0.4927,High,Visita urgente - oferta de retencion personalizada
3211-ILJTT,0.4922,High,Visita urgente - oferta de retencion personalizada
8180-AKMJV,0.4916,High,Visita urgente - oferta de retencion personalizada
5405-ZMYXQ,0.4914,High,Visita urgente - oferta de retencion personalizada
9961-JBNMK,0.4907,High,Visita urgente - oferta de retencion personalizada
0921-OHLVP,0.4907,High,Visita urgente - oferta de retencion personalizada
9576-ANLXO,0.4906,High,Visita urgente - oferta de retencion personalizada
9053-EJUNL,0.4904,High,Visita urgente - oferta de retencion personalizada
3877-JRJIP,0.4904,High,Visita urgente - oferta de retencion personalizada
7508-SMHXL,0.4896,High,Visita urgente - oferta de retencion personalizada
2719-BDAQO,0.4895,High,Visita urgente - oferta de retencion personalizada
0620-DLSLK,0.4891,High,Visita urgente - oferta de retencion personalizada
9450-TRJUU,0.4891,High,Visita urgente - oferta de retencion personalizada
9526-JAWYF,0.4891,High,Visita urgente - oferta de retencion personalizada
5968-VXZLG,0.4888,High,Visita urgente - oferta de retencion personalizada
0623-IIHUG,0.4888,High,Visita urgente - oferta de retencion personalizada
0581-BXBUB,0.4887,High,Visita urgente - oferta de retencion personalizada
1965-DDBWU,0.4885,High,Visita urgente - oferta de retencion personalizada
5998-VVEJY,0.4884,High,Visita urgente - oferta de retencion personalizada
0641-EVBOJ,0.4883,High,Visita urgente - oferta de retencion personalizada
5044-LRQAQ,0.4881,High,Visita urgente - oferta de retencion personalizada
9979-RGMZT,0.4878,High,Visita urgente - oferta de retencion personalizada
6583-QGCSI,0.4877,High,Visita urgente - oferta de retencion personalizada
6467-CHFZW,0.4876,High,Visita urgente - oferta de retencion personalizada
9992-UJOEL,0.4876,High,Visita urgente - oferta de retencion personalizada
3733-LSYCE,0.4876,High,Visita urgente - oferta de retencion personalizada
9552-TGUZV,0.4873,High,Visita urgente - oferta de retencion personalizada
5433-KYGHE,0.4872,High,Visita urgente - oferta de retencion personalizada
0727-BMPLR,0.4872,High,Visita urgente - oferta de retencion personalizada
9661-MHUMO,0.4863,High,Visita urgente - oferta de retencion personalizada
0093-EXYQL,0.486,High,Visita urgente - oferta de retencion personalizada
8654-DHAOW,0.4857,High,Visita urgente - oferta de retencion personalizada
8601-QACRS,0.4857,High,Visita urgente - oferta de retencion personalizada
0899-LIIBW,0.4849,High,Visita urgente - oferta de retencion personalizada
7663-RGWBC,0.4849,High,Visita urgente - oferta de retencion personalizada
4065-JJAVA,0.4847,High,Visita urgente - oferta de retencion personalizada
3658-KIBGF,0.4846,High,Visita urgente - oferta de retencion personalizada
7296-PIXQY,0.4842,High,Visita urgente - oferta de retencion personalizada
2519-FAKOD,0.484,High,Visita urgente - oferta de retencion personalizada
2675-DHUTR,0.4835,High,Visita urgente - oferta de retencion personalizada
2718-GAXQD,0.4833,High,Visita urgente - oferta de retencion personalizada
7881-EVUAD,0.4832,High,Visita urgente - oferta de retencion personalizada
0623-GDISB,0.4831,High,Visita urgente - oferta de retencion personalizada
0280-XJGEX,0.4825,High,Visita urgente - oferta de retencion personalizada
0674-DGMAQ,0.4825,High,Visita urgente - oferta de retencion personalizada
6215-NQCPY,0.4823,High,Visita urgente - oferta de retencion personalizada
2058-DCJBE,0.4808,High,Visita urgente - oferta de retencion personalizada
6145-NNPNO,0.4808,High,Visita urgente - oferta de retencion personalizada
1493-AMTIE,0.4807,High,Visita urgente - oferta de retencion personalizada
0322-CHQRU,0.4806,High,Visita urgente - oferta de retencion personalizada
8456-QDAVC,0.4803,High,Visita urgente - oferta de retencion personalizada
4662-EKDPQ,0.4803,High,Visita urgente - oferta de retencion personalizada
4183-WCSEP,0.4798,High,Visita urgente - oferta de retencion personalizada
6543-CPZMK,0.4795,High,Visita urgente - oferta de retencion personalizada
2480-JZOSN,0.4794,High,Visita urgente - oferta de retencion personalizada
1582-RAFML,0.4792,High,Visita urgente - oferta de retencion personalizada
7410-OIEDU,0.4792,High,Visita urgente - oferta de retencion personalizada
5233-AOZUF,0.4792,High,Visita urgente - oferta de retencion personalizada
7470-MCQTK,0.4784,High,Visita urgente - oferta de retencion personalizada
5520-FVEWJ,0.4782,High,Visita urgente - oferta de retencion personalizada
3018-TFTSU,0.4781,High,Visita urgente - oferta de retencion personalizada
4800-VHZKI,0.4776,High,Visita urgente - oferta de retencion personalizada
5364-EVNIB,0.4773,High,Visita urgente - oferta de retencion personalizada
7246-ZGQDF,0.4769,High,Visita urgente - oferta de retencion personalizada
9620-ENEJV,0.4768,High,Visita urgente - oferta de retencion personalizada
9574-RKJIF,0.4767,High,Visita urgente - oferta de retencion personalizada
1895-QTKDO,0.4764,High,Visita urgente - oferta de retencion personalizada
3536-IQCTX,0.4764,High,Visita urgente - oferta de retencion personalizada
1580-BMCMR,0.476,High,Visita urgente - oferta de retencion personalizada
5536-RTPWK,0.4755,High,Visita urgente - oferta de retencion personalizada
7714-YXSMB,0.4755,High,Visita urgente - oferta de retencion personalizada
0963-ZBDRN,0.4752,High,Visita urgente - oferta de retencion personalizada
0374-AACSZ,0.4751,High,Visita urgente - oferta de retencion personalizada
9625-QSTYE,0.475,High,Visita urgente - oferta de retencion personalizada
1142-WACZW,0.475,High,Visita urgente - oferta de retencion personalizada
8806-EAGWC,0.4749,High,Visita urgente - oferta de retencion personalizada
6923-EFPNL,0.4748,High,Visita urgente - oferta de retencion personalizada
6394-MFYNG,0.4747,High,Visita urgente - oferta de retencion personalizada
9512-UIBFX,0.4746,High,Visita urgente - oferta de retencion personalizada
5389-FFVKB,0.4745,High,Visita urgente - oferta de retencion personalizada
3050-GBUSH,0.4737,High,Visita urgente - oferta de retencion personalizada
6331-LWDTQ,0.4737,High,Visita urgente - oferta de retencion personalizada
9801-GDWGV,0.4736,High,Visita urgente - oferta de retencion personalizada
3588-WSTTJ,0.4734,High,Visita urgente - oferta de retencion personalizada
0265-PSUAE,0.4734,High,Visita urgente - oferta de retencion personalizada
5650-VDUDS,0.4731,High,Visita urgente - oferta de retencion personalizada
8938-UMKPI,0.4731,High,Visita urgente - oferta de retencion personalizada
9283-LZQOH,0.4729,High,Visita urgente - oferta de retencion personalizada
5028-HTLJB,0.4728,High,Visita urgente - oferta de retencion personalizada
9462-MJUAW,0.4727,High,Visita urgente - oferta de retencion personalizada
2080-CAZNM,0.4726,High,Visita urgente - oferta de retencion personalizada
6047-YHPVI,0.4724,High,Visita urgente - oferta de retencion personalizada
0817-HSUSE,0.4719,High,Visita urgente - oferta de retencion personalizada
3148-BLQJT,0.4718,High,Visita urgente - oferta de retencion personalizada
4818-DRBQT,0.4716,High,Visita urgente - oferta de retencion personalizada
8873-GLDMH,0.4714,High,Visita urgente - oferta de retencion personalizada
3097-NNSPB,0.4705,High,Visita urgente - oferta de retencion personalizada
8104-OSKWT,0.4704,High,Visita urgente - oferta de retencion personalizada
1396-QWFBJ,0.4701,High,Visita urgente - oferta de retencion personalizada
8749-CLJXC,0.4697,Medium,Contacto proactivo - revision de contrato
3030-ZKIWL,0.4697,Medium,Contacto proactivo - revision de contrato
7698-YFGEZ,0.4697,Medium,Contacto proactivo - revision de contrato
4877-EVATK,0.4697,Medium,Contacto proactivo - revision de contrato
7096-UCLNH,0.4697,Medium,Contacto proactivo - revision de contrato
5208-HFSBT,0.4695,Medium,Contacto proactivo - revision de contrato
5301-GAUUY,0.4691,Medium,Contacto proactivo - revision de contrato
9269-CQOOL,0.469,Medium,Contacto proactivo - revision de contrato
8640-SDGKB,0.4683,Medium,Contacto proactivo - revision de contrato
6212-ATMLK,0.4681,Medium,Contacto proactivo - revision de contrato
9206-GVPEQ,0.4678,Medium,Contacto proactivo - revision de contrato
5609-IMCGG,0.4675,Medium,Contacto proactivo - revision de contrato
7743-EXURX,0.4674,Medium,Contacto proactivo - revision de contrato
8120-JDCAM,0.4672,Medium,Contacto proactivo - revision de contrato
9133-AYJZG,0.4664,Medium,Contacto proactivo - revision de contrato
8903-XEBGX,0.4663,Medium,Contacto proactivo - revision de contrato
9208-OLGAQ,0.4662,Medium,Contacto proactivo - revision de contrato
8885-QSQBX,0.4662,Medium,Contacto proactivo - revision de contrato
9286-DOJGF,0.4659,Medium,Contacto proactivo - revision de contrato
4671-LXRDQ,0.4654,Medium,Contacto proactivo - revision de contrato
2607-FBDFF,0.4654,Medium,Contacto proactivo - revision de contrato
5609-CEBID,0.465,Medium,Contacto proactivo - revision de contrato
7599-FKVXZ,0.465,Medium,Contacto proactivo - revision de contrato
8189-XRIKE,0.4647,Medium,Contacto proactivo - revision de contrato
3144-AUDBS,0.4646,Medium,Contacto proactivo - revision de contrato
6650-VJONK,0.4646,Medium,Contacto proactivo - revision de contrato
0114-PEGZZ,0.4641,Medium,Contacto proactivo - revision de contrato
0224-HJAPT,0.4634,Medium,Contacto proactivo - revision de contrato
0402-CQAJN,0.4634,Medium,Contacto proactivo - revision de contrato
3071-VBYPO,0.4633,Medium,Contacto proactivo - revision de contrato
9588-OZDMQ,0.4627,Medium,Contacto proactivo - revision de contrato
8436-BJUMM,0.4623,Medium,Contacto proactivo - revision de contrato
1589-AGTLK,0.4619,Medium,Contacto proactivo - revision de contrato
3384-CTMSF,0.4618,Medium,Contacto proactivo - revision de contrato
2640-PMGFL,0.4616,Medium,Contacto proactivo - revision de contrato
9048-JVYVF,0.4615,Medium,Contacto proactivo - revision de contrato
1028-FFNJK,0.4615,Medium,Contacto proactivo - revision de contrato
9776-CLUJA,0.4611,Medium,Contacto proactivo - revision de contrato
2252-ISRNH,0.4606,Medium,Contacto proactivo - revision de contrato
0168-XZKBB,0.4603,Medium,Contacto proactivo - revision de contrato
4124-MMETB,0.4602,Medium,Contacto proactivo - revision de contrato
6286-SUUWT,0.4598,Medium,Contacto proactivo - revision de contrato
0531-ZZJWQ,0.4596,Medium,Contacto proactivo - revision de contrato
4690-LLKUA,0.4596,Medium,Contacto proactivo - revision de contrato
5948-UJZLF,0.4592,Medium,Contacto proactivo - revision de contrato
1077-HUUJM,0.4589,Medium,Contacto proactivo - revision de contrato
4537-DKTAL,0.4585,Medium,Contacto proactivo - revision de contrato
0221-WMXNQ,0.4585,Medium,Contacto proactivo - revision de contrato
0670-KDOMA,0.4582,Medium,Contacto proactivo - revision de contrato
2876-VBBBL,0.4582,Medium,Contacto proactivo - revision de contrato
1934-SJVJK,0.458,Medium,Contacto proactivo - revision de contrato
1066-JKSGK,0.458,Medium,Contacto proactivo - revision de contrato
1833-TCXKK,0.4578,Medium,Contacto proactivo - revision de contrato
3336-JORSO,0.4571,Medium,Contacto proactivo - revision de contrato
8990-ZXLSU,0.4571,Medium,Contacto proactivo - revision de contrato
7587-RZNME,0.4568,Medium,Contacto proactivo - revision de contrato
4116-TZAQJ,0.4565,Medium,Contacto proactivo - revision de contrato
3969-GYXEL,0.4561,Medium,Contacto proactivo - revision de contrato
3961-SXAXY,0.4557,Medium,Contacto proactivo - revision de contrato
4704-ERYFC,0.4556,Medium,Contacto proactivo - revision de contrato
8645-KWHJO,0.455,Medium,Contacto proactivo - revision de contrato
6172-FECYY,0.4544,Medium,Contacto proactivo - revision de contrato
7562-GSUHK,0.4543,Medium,Contacto proactivo - revision de contrato
6946-LMSQS,0.454,Medium,Contacto proactivo - revision de contrato
1349-WXNGG,0.4538,Medium,Contacto proactivo - revision de contrato
9734-UYXQI,0.4537,Medium,Contacto proactivo - revision de contrato
1794-HBQTJ,0.4532,Medium,Contacto proactivo - revision de contrato
2665-NPTGL,0.453,Medium,Contacto proactivo - revision de contrato
4257-GAESD,0.4529,Medium,Contacto proactivo - revision de contrato
1728-BQDMA,0.4526,Medium,Contacto proactivo - revision de contrato
7967-HYCDE,0.4522,Medium,Contacto proactivo - revision de contrato
4521-YEEHE,0.4521,Medium,Contacto proactivo - revision de contrato
8378-LKJAF,0.4518,Medium,Contacto proactivo - revision de contrato
1636-NTNCO,0.4517,Medium,Contacto proactivo - revision de contrato
9415-DPEWS,0.451,Medium,Contacto proactivo - revision de contrato
9948-YPTDG,0.4507,Medium,Contacto proactivo - revision de contrato
2697-NQBPF,0.4505,Medium,Contacto proactivo - revision de contrato
0771-WLCLA,0.4503,Medium,Contacto proactivo - revision de contrato
2070-FNEXE,0.4502,Medium,Contacto proactivo - revision de contrato
7916-VCCPB,0.4502,Medium,Contacto proactivo - revision de contrato
1608-GMEWB,0.4496,Medium,Contacto proactivo - revision de contrato
0330-IVZHA,0.4494,Medium,Contacto proactivo - revision de contrato
9518-XXBXE,0.4493,Medium,Contacto proactivo - revision de contrato
1450-SKCVI,0.4486,Medium,Contacto proactivo - revision de contrato
3692-JHONH,0.4485,Medium,Contacto proactivo - revision de contrato
3427-GGZZI,0.4483,Medium,Contacto proactivo - revision de contrato
2815-CPTUL,0.4483,Medium,Contacto proactivo - revision de contrato
3955-JBZZM,0.4481,Medium,Contacto proactivo - revision de contrato
0027-KWYKW,0.4481,Medium,Contacto proactivo - revision de contrato
7020-OZKXZ,0.4476,Medium,Contacto proactivo - revision de contrato
9710-ZUSHQ,0.4475,Medium,Contacto proactivo - revision de contrato
4128-ETESU,0.4473,Medium,Contacto proactivo - revision de contrato
8621-MNIHH,0.4473,Medium,Contacto proactivo - revision de contrato
6017-PPLPX,0.447,Medium,Contacto proactivo - revision de contrato
4786-UKSNZ,0.4466,Medium,Contacto proactivo - revision de contrato
6380-ARCEH,0.4466,Medium,Contacto proactivo - revision de contrato
8048-DSDFQ,0.4466,Medium,Contacto proactivo - revision de contrato
3247-MHJKM,0.4466,Medium,Contacto proactivo - revision de contrato
