customer_id,churn_score,risk_tier,monthly_potential_eur,upsell_priority,anomaly_score,is_anomaly,churn_norm,potential_norm,anomaly_norm,commercial_priority_score,commercial_segment,recommended_action,priority_tier
9236-NDUCW,0.0592,Low,48.51,High,0.2888,0,0.04802293632779835,0.92753345,0.2888,0.36,Grow_Upsell,Campana de upsell / cross-sell,Medium
5027-XWQHA,0.3936,Medium,13.51,Medium,0.2931,0,0.44749731214908617,0.2583174,0.2931,0.3599,Maintain,Mantenimiento - comunicacion periodica,Medium
3426-NIYYL,0.4445,Medium,6.95,Medium,0.3283,0,0.5083024728228408,0.13288718,0.3283,0.3597,Maintain,Mantenimiento - comunicacion periodica,Medium
4958-GZWIY,0.5006,High,9.88,Medium,0.0756,0,0.575319555608649,0.18891014,0.0756,0.3595,Retain_Urgent,Visita urgente - oferta de retencion,Medium
8490-BXHEO,0.4278,Medium,14.9,Medium,0.1492,0,0.4883526460398997,0.28489482,0.1492,0.3595,Maintain,Mantenimiento - comunicacion periodica,Medium
2831-EBWRN,0.3748,Medium,12.81,Medium,0.3669,0,0.42503882451320035,0.24493308,0.3669,0.3594,Maintain,Mantenimiento - comunicacion periodica,Medium
8584-KMVXD,0.3214,Medium,19.83,Medium,0.3248,0,0.3612471628240354,0.3791587,0.3248,0.3593,Maintain,Mantenimiento - comunicacion periodica,Medium
6402-ZFPPI,0.527,High,0.0,Low,0.2796,0,0.6068570063313822,0.0,0.2796,0.3593,Retain_Urgent,Visita urgente - oferta de retencion,Medium
4039-HEUNW,0.5895,High,0.0,Low,0.0918,0,0.6815195317166408,0.0,0.0918,0.3591,Retain_Urgent,Visita urgente - oferta de retencion,Medium
9524-EGPJC,0.5434,High,5.37,Medium,0.0749,0,0.626448452992474,0.10267686,0.0749,0.359,Retain_Urgent,Visita urgente - oferta de retencion,Medium
4238-HFHSN,0.311,Low,13.72,Medium,0.5288,0,0.3488233185999283,0.2623327,0.5288,0.3589,Maintain,Mantenimiento - comunicacion periodica,Medium
3934-HXCFZ,0.5221,High,0.0,Low,0.2909,0,0.6010034643411779,0.0,0.2909,0.3587,Retain_Urgent,Visita urgente - oferta de retencion,Medium
3859-CVCET,0.3849,Medium,12.8,Medium,0.3327,0,0.43710428861545814,0.24474189,0.3327,0.3585,Maintain,Mantenimiento - comunicacion periodica,Medium
8242-PDSGJ,0.0348,Low,44.25,High,0.4756,0,0.018874686417393382,0.8460803,0.4756,0.3584,Grow_Upsell,Campana de upsell / cross-sell,Medium
7016-BPGEU,0.2641,Low,33.49,High,0.0997,0,0.2927965595508303,0.6403442,0.0997,0.3584,Grow_Upsell,Campana de upsell / cross-sell,Medium
8903-XEBGX,0.4663,Medium,3.07,Low,0.3678,0,0.534344761677219,0.05869981,0.3678,0.3583,Maintain,Mantenimiento - comunicacion periodica,Medium
5119-KEPFY,0.5514,High,0.48,Low,0.1876,0,0.6360052562417872,0.00917782,0.1876,0.3583,Retain_Urgent,Visita urgente - oferta de retencion,Medium
7579-OOPEC,0.3584,Medium,8.31,Medium,0.5375,0,0.4054473778521085,0.15889102,0.5375,0.3579,Maintain,Mantenimiento - comunicacion periodica,Medium
2219-MVUSO,0.2744,Low,13.19,Medium,0.6482,1,0.30510094373432084,0.25219885,0.6482,0.3579,Investigate_Billing,Revision de facturacion / condiciones especiales,Medium
2840-XANRC,0.5836,High,2.44,Low,0.0329,0,0.6744713893202724,0.046653923,0.0329,0.3578,Retain_Urgent,Visita urgente - oferta de retencion,Medium
3908-MKIMJ,0.0562,Low,41.62,High,0.4839,0,0.04443913510930594,0.7957935,0.4839,0.3577,Grow_Upsell,Campana de upsell / cross-sell,Medium
4685-ERGHK,0.2602,Low,19.39,Medium,0.5114,0,0.2881376179667901,0.3707457,0.5114,0.3576,Maintain,Mantenimiento - comunicacion periodica,Medium
7963-GQRMY,0.321,Medium,13.97,Medium,0.4852,0,0.3607693226615697,0.26711282,0.4852,0.3576,Maintain,Mantenimiento - comunicacion periodica,Medium
0909-SDHNU,0.2721,Low,28.6,High,0.2119,0,0.30235336280014335,0.54684514,0.2119,0.3576,Grow_Upsell,Campana de upsell / cross-sell,Medium
9003-CPATH,0.3743,Medium,15.37,Medium,0.2858,0,0.4244415243101183,0.29388145,0.2858,0.3575,Maintain,Mantenimiento - comunicacion periodica,Medium
4607-CHPCA,0.405,Medium,16.03,Medium,0.175,0,0.46111575677935734,0.30650097,0.175,0.3575,Maintain,Mantenimiento - comunicacion periodica,Medium
7129-AZJDE,0.2853,Low,26.28,High,0.2374,0,0.31812208816151,0.5024857,0.2374,0.3573,Grow_Upsell,Campana de upsell / cross-sell,Medium
3096-JRDSO,0.5494,High,0.0,Low,0.2023,0,0.6336160554294589,0.0,0.2023,0.3573,Retain_Urgent,Visita urgente - oferta de retencion,Medium
6360-SVNWV,0.2411,Low,21.73,High,0.4996,0,0.2653207502090551,0.41548756,0.4996,0.3572,Grow_Upsell,Campana de upsell / cross-sell,Medium
4198-VFOEA,0.1328,Low,38.47,High,0.3429,0,0.13594552622147893,0.7355641,0.3429,0.3572,Grow_Upsell,Campana de upsell / cross-sell,Medium
0402-CQAJN,0.4634,Medium,0.0,Low,0.4582,0,0.5308804204993429,0.0,0.4582,0.3571,Maintain,Mantenimiento - comunicacion periodica,Medium
3034-ZBEQN,0.1169,Low,37.64,High,0.4131,0,0.11695137976346913,0.7196941,0.4131,0.357,Grow_Upsell,Campana de upsell / cross-sell,Medium
4999-IEZLT,0.075,Low,42.15,High,0.4088,0,0.06689762274519173,0.8059274,0.4088,0.357,Grow_Upsell,Campana de upsell / cross-sell,Medium
0191-EQUUH,0.0657,Low,48.49,High,0.2535,0,0.05578783896786524,0.9271511,0.2535,0.3567,Grow_Upsell,Campana de upsell / cross-sell,Medium
2181-UAESM,0.3855,Medium,5.04,Medium,0.5424,0,0.4378210488591566,0.09636711,0.5424,0.3563,Maintain,Mantenimiento - comunicacion periodica,Medium
8709-KRDVL,0.5708,High,0.0,Low,0.1319,0,0.6591805041213714,0.0,0.1319,0.356,Retain_Urgent,Visita urgente - oferta de retencion,Medium
1623-NLDOT,0.14,Low,37.46,High,0.3444,0,0.14454664914586074,0.7162524,0.3444,0.356,Grow_Upsell,Campana de upsell / cross-sell,Medium
9600-UDOPK,0.5421,High,1.36,Low,0.1782,0,0.6248954724644606,0.026003825,0.1782,0.3559,Retain_Urgent,Visita urgente - oferta de retencion,Medium
4223-WOZCM,0.3802,Medium,8.6,Medium,0.4543,0,0.43148966670648664,0.16443595,0.4543,0.3559,Maintain,Mantenimiento - comunicacion periodica,Medium
8882-TLVRW,0.0307,Low,44.16,High,0.4769,0,0.013976824752120419,0.84435946,0.4769,0.3557,Grow_Upsell,Campana de upsell / cross-sell,Medium
3884-UEBXB,0.0298,Low,47.87,High,0.3734,0,0.012901684386572692,0.9152964,0.3734,0.3557,Grow_Upsell,Campana de upsell / cross-sell,Medium
3665-JATSN,0.3483,Medium,18.83,Medium,0.2541,0,0.39338191374985065,0.36003825,0.2541,0.3555,Maintain,Mantenimiento - comunicacion periodica,Medium
7270-BDIOA,0.5414,High,5.42,Medium,0.0612,0,0.6240592521801458,0.10363289,0.0612,0.3554,Retain_Urgent,Visita urgente - oferta de retencion,Medium
3312-ZWLGF,0.3382,Medium,15.98,Medium,0.3648,0,0.38131644964759287,0.30554494,0.3648,0.3553,Maintain,Mantenimiento - comunicacion periodica,Medium
8627-ZYGSZ,0.2463,Low,26.68,High,0.3325,0,0.2715326723211086,0.51013386,0.3325,0.3553,Grow_Upsell,Campana de upsell / cross-sell,Medium
9927-DSWDF,0.4446,Medium,0.0,Low,0.5049,0,0.5084219328634572,0.0,0.5049,0.3552,Maintain,Mantenimiento - comunicacion periodica,Medium
8374-XGEJJ,0.551,High,0.0,Low,0.1874,0,0.6355274160793215,0.0,0.1874,0.3552,Retain_Urgent,Visita urgente - oferta de retencion,Medium
8012-SOUDQ,0.4976,High,5.29,Medium,0.1939,0,0.5717357543901564,0.10114723,0.1939,0.355,Retain_Urgent,Visita urgente - oferta de retencion,Medium
4628-WQCQQ,0.3678,Medium,20.08,High,0.1564,0,0.4166766216700514,0.38393882,0.1564,0.3548,Nurture_Upsell,Contacto proactivo + propuesta de ampliacion de servicios,Medium
3509-GWQGF,0.1789,Low,25.38,High,0.5683,0,0.1910166049456457,0.48527724,0.5683,0.3548,Grow_Upsell,Campana de upsell / cross-sell,Medium
3144-AUDBS,0.4646,Medium,9.5,Medium,0.1703,0,0.53231394098674,0.18164437,0.1703,0.3547,Maintain,Mantenimiento - comunicacion periodica,Medium
7614-QVWQL,0.3526,Medium,20.3,High,0.1943,0,0.3985186954963565,0.3881453,0.1943,0.3546,Nurture_Upsell,Contacto proactivo + propuesta de ampliacion de servicios,Medium
8652-YHIYU,0.33,Medium,26.02,High,0.0981,0,0.37152072631704697,0.49751437,0.0981,0.3546,Nurture_Upsell,Contacto proactivo + propuesta de ampliacion de servicios,Medium
6122-EFVKN,0.0708,Low,48.07,High,0.2381,0,0.06188030103930236,0.9191205,0.2381,0.3543,Grow_Upsell,Campana de upsell / cross-sell,Medium
9279-CJEOJ,0.5565,High,0.29,Low,0.1581,0,0.6420977183132243,0.005544933,0.1581,0.3543,Retain_Urgent,Visita urgente - oferta de retencion,Medium
5472-CVMDX,0.0312,Low,44.39,High,0.4618,0,0.014574124955202484,0.84875715,0.4618,0.3543,Grow_Upsell,Campana de upsell / cross-sell,Medium
8727-XDPUD,0.0984,Low,47.23,High,0.1798,0,0.09485127224943257,0.9030593,0.1798,0.3543,Grow_Upsell,Campana de upsell / cross-sell,Medium
0147-ESWWR,0.561,High,0.01,Low,0.1518,0,0.6474734201409629,0.00019120458,0.1518,0.3542,Retain_Urgent,Visita urgente - oferta de retencion,Medium
0308-IVGOK,0.2066,Low,31.47,High,0.3056,0,0.22410703619639233,0.6017208,0.3056,0.3537,Grow_Upsell,Campana de upsell / cross-sell,Medium
5433-KYGHE,0.4872,High,9.3,Medium,0.1032,0,0.5593119101660495,0.17782028,0.1032,0.3536,Retain_Urgent,Visita urgente - oferta de retencion,Medium
6413-XKKPU,0.533,High,6.12,Medium,0.0573,0,0.6140246087683671,0.11701721,0.0573,0.3536,Retain_Urgent,Visita urgente - oferta de retencion,Medium
0823-HSCDJ,0.4376,Medium,9.23,Medium,0.2533,0,0.5000597300203082,0.17648183,0.2533,0.3536,Maintain,Mantenimiento - comunicacion periodica,Medium
4869-EPIUS,0.2371,Low,25.13,High,0.3953,0,0.26054234858439856,0.48049712,0.3953,0.3535,Grow_Upsell,Campana de upsell / cross-sell,Medium
5649-TJHOV,0.3152,Low,22.85,High,0.2269,0,0.3538406403058177,0.4369025,0.2269,0.3534,Grow_Upsell,Campana de upsell / cross-sell,Medium
6351-SCJKT,0.1981,Low,16.83,Medium,0.7496,1,0.21395293274399715,0.32179734,0.7496,0.3534,Investigate_Billing,Revision de facturacion / condiciones especiales,Medium
5144-TVGLP,0.5247,High,0.77,Low,0.234,0,0.6041094253972047,0.014722753,0.234,0.3533,Retain_Urgent,Visita urgente - oferta de retencion,Medium
3787-TRIAL,0.2356,Low,32.97,High,0.1737,0,0.25875044797515234,0.63040155,0.1737,0.3532,Grow_Upsell,Campana de upsell / cross-sell,Medium
5609-IMCGG,0.4675,Medium,11.14,Medium,0.1057,0,0.535778282164616,0.21300192,0.1057,0.3529,Maintain,Mantenimiento - comunicacion periodica,Medium
3669-LVWZB,0.3801,Medium,7.25,Medium,0.4782,0,0.4313702066658703,0.13862333,0.4782,0.3529,Maintain,Mantenimiento - comunicacion periodica,Medium
5480-TBGPH,0.542,High,0.31,Low,0.1933,0,0.6247760124238443,0.0059273425,0.1933,0.3528,Retain_Urgent,Visita urgente - oferta de retencion,Medium
1723-HKXJQ,0.5595,High,0.0,Low,0.15,0,0.6456815195317166,0.0,0.15,0.3528,Retain_Urgent,Visita urgente - oferta de retencion,Medium
2382-BCKQJ,0.405,Medium,5.6,Medium,0.4501,0,0.46111575677935734,0.107074566,0.4501,0.3527,Maintain,Mantenimiento - comunicacion periodica,Medium
9750-BOOHV,0.1132,Low,42.07,High,0.2749,0,0.11253135826066181,0.8043977,0.2749,0.3526,Grow_Upsell,Campana de upsell / cross-sell,Medium
3298-QEICA,0.0571,Low,48.67,High,0.2535,0,0.045514275474853656,0.9305927,0.2535,0.3526,Grow_Upsell,Campana de upsell / cross-sell,Medium
8158-WPEZG,0.2766,Low,23.1,High,0.3306,0,0.30772906462788197,0.4416826,0.3306,0.3525,Grow_Upsell,Campana de upsell / cross-sell,Medium
7993-PYKOF,0.3546,Medium,20.09,High,0.1836,0,0.4009078963086848,0.38413003,0.1836,0.3524,Nurture_Upsell,Contacto proactivo + propuesta de ampliacion de servicios,Medium
3951-NJCVI,0.5213,High,0.56,Low,0.246,0,0.6000477840162466,0.010707458,0.246,0.3524,Retain_Urgent,Visita urgente - oferta de retencion,Medium
3877-JRJIP,0.4904,High,0.0,Low,0.3531,0,0.5631346314657747,0.0,0.3531,0.3522,Retain_Urgent,Visita urgente - oferta de retencion,Medium
1591-NFNLQ,0.2723,Low,15.33,Medium,0.5641,0,0.3025922828813762,0.29311663,0.5641,0.3521,Maintain,Mantenimiento - comunicacion periodica,Medium
0576-WNXXC,0.5647,High,0.18,Low,0.1255,0,0.6518934416437702,0.0034416828,0.1255,0.3521,Retain_Urgent,Visita urgente - oferta de retencion,Medium
4452-QIIEB,0.3443,Medium,13.96,Medium,0.3878,0,0.3886035121251941,0.2669216,0.3878,0.3519,Maintain,Mantenimiento - comunicacion periodica,Medium
6319-IEJWJ,0.5303,High,5.12,Medium,0.0841,0,0.6107991876717238,0.09789675,0.0841,0.3516,Retain_Urgent,Visita urgente - oferta de retencion,Medium
6198-RTPMF,0.5526,High,2.13,Low,0.1028,0,0.637438776729184,0.04072658,0.1028,0.3515,Retain_Urgent,Visita urgente - oferta de retencion,Medium
1104-TNLZA,0.5396,High,0.0,Low,0.2016,0,0.6219089714490502,0.0,0.2016,0.3513,Retain_Urgent,Visita urgente - oferta de retencion,Medium
3791-LGQCY,0.5423,High,0.0,Low,0.1936,0,0.6251343925456935,0.0,0.1936,0.3513,Retain_Urgent,Visita urgente - oferta de retencion,Medium
7634-WSWDB,0.3314,Medium,19.4,Medium,0.2668,0,0.3731931668856767,0.3709369,0.2668,0.3512,Maintain,Mantenimiento - comunicacion periodica,Medium
9093-FPDLG,0.5117,High,1.64,Low,0.2368,0,0.5885796201170709,0.031357553,0.2368,0.3511,Retain_Urgent,Visita urgente - oferta de retencion,Medium
0786-VSSUD,0.3121,Low,19.33,Medium,0.325,0,0.3501373790467089,0.36959848,0.325,0.3509,Maintain,Mantenimiento - comunicacion periodica,Medium
9812-GHVRI,0.3031,Low,11.58,Medium,0.5725,0,0.3393859753912316,0.22141491,0.5725,0.3506,Maintain,Mantenimiento - comunicacion periodica,Medium
2122-YWVYA,0.3662,Medium,19.95,Medium,0.1436,0,0.4147652610201888,0.3814532,0.1436,0.3505,Maintain,Mantenimiento - comunicacion periodica,Medium
7622-NXQZR,0.2517,Low,28.6,High,0.2372,0,0.27798351451439496,0.54684514,0.2372,0.3505,Grow_Upsell,Campana de upsell / cross-sell,Medium
3370-GQEAL,0.4061,Medium,9.92,Medium,0.3121,0,0.4624298172261379,0.18967496,0.3121,0.3505,Maintain,Mantenimiento - comunicacion periodica,Medium
2480-SQIOB,0.3629,Medium,13.56,Medium,0.3349,0,0.4108230796798471,0.25927344,0.3349,0.3502,Maintain,Mantenimiento - comunicacion periodica,Medium
3814-MLAXC,0.3706,Medium,15.41,Medium,0.2573,0,0.42002150280731093,0.29464626,0.2573,0.3499,Maintain,Mantenimiento - comunicacion periodica,Medium
3511-BFTJW,0.0342,Low,44.35,High,0.4317,0,0.018157926173694904,0.84799236,0.4317,0.3498,Grow_Upsell,Campana de upsell / cross-sell,Medium
3933-DQPWX,0.0594,Low,43.44,High,0.3826,0,0.04826185640903119,0.8305927,0.3826,0.3498,Grow_Upsell,Campana de upsell / cross-sell,Medium
6851-WEFYX,0.5301,High,0.0,Low,0.2223,0,0.610560267590491,0.0,0.2223,0.3497,Retain_Urgent,Visita urgente - oferta de retencion,Medium
4902-OHLSK,0.5674,High,0.0,Low,0.1056,0,0.6551188627404133,0.0,0.1056,0.3487,Retain_Urgent,Visita urgente - oferta de retencion,Medium
4801-JZAZL,0.238,Low,28.87,High,0.2612,0,0.26161748894994624,0.5520077,0.2612,0.3487,Grow_Upsell,Campana de upsell / cross-sell,Medium
5175-AOBHI,0.3667,Medium,12.78,Medium,0.338,0,0.41536256122327087,0.24435946,0.338,0.3486,Maintain,Mantenimiento - comunicacion periodica,Medium
6967-QIQRV,0.3788,Medium,3.74,Low,0.5595,0,0.42981722613785694,0.071510516,0.5595,0.3483,Maintain,Mantenimiento - comunicacion periodica,Medium
6559-ILWKJ,0.1574,Low,34.46,High,0.3395,0,0.16533269621311675,0.658891,0.3395,0.3482,Grow_Upsell,Campana de upsell / cross-sell,Medium
1582-RAFML,0.4792,High,0.0,Low,0.3657,0,0.5497551069167363,0.0,0.3657,0.348,Retain_Urgent,Visita urgente - oferta de retencion,Medium
6143-JQKEA,0.3646,Medium,12.8,Medium,0.3402,0,0.4128539003703261,0.24474189,0.3402,0.3479,Maintain,Mantenimiento - comunicacion periodica,Medium
3635-JBPSG,0.1028,Low,44.41,High,0.2151,0,0.10010751403655478,0.8491396,0.2151,0.3478,Grow_Upsell,Campana de upsell / cross-sell,Medium
9610-WCESF,0.0433,Low,39.23,High,0.5409,0,0.029028789869788556,0.7500956,0.5409,0.3477,Grow_Upsell,Campana de upsell / cross-sell,Medium
5364-XYIRR,0.5019,High,1.1,Low,0.2644,0,0.5768725361366623,0.021032505,0.2644,0.3476,Retain_Urgent,Visita urgente - oferta de retencion,Medium
6174-NRBTZ,0.0653,Low,41.93,High,0.3959,0,0.055309998805399586,0.80172086,0.3959,0.3474,Grow_Upsell,Campana de upsell / cross-sell,Medium
4248-HCETZ,0.428,Medium,15.52,Medium,0.07,0,0.48859156612113247,0.29674953,0.07,0.3473,Maintain,Mantenimiento - comunicacion periodica,Medium
8046-DNVTL,0.029,Low,44.82,High,0.4209,0,0.011946004061641384,0.85697895,0.4209,0.3472,Grow_Upsell,Campana de upsell / cross-sell,Medium
8914-RBTSB,0.5176,High,1.95,Low,0.1909,0,0.5956277625134392,0.037284896,0.1909,0.3472,Retain_Urgent,Visita urgente - oferta de retencion,Medium
2346-DJQTB,0.2251,Low,33.85,High,0.1489,0,0.24620714371042887,0.6472275,0.1489,0.3471,Grow_Upsell,Campana de upsell / cross-sell,Medium
5916-QEWPT,0.4127,Medium,0.19,Low,0.5544,0,0.4703141799068212,0.0036328873,0.5544,0.3471,Maintain,Mantenimiento - comunicacion periodica,Medium
7636-OWBPG,0.2327,Low,28.91,High,0.2665,0,0.2552861067972763,0.55277246,0.2665,0.3468,Grow_Upsell,Campana de upsell / cross-sell,Medium
7126-RBHSD,0.4008,Medium,16.97,Medium,0.1072,0,0.4560984350734679,0.3244742,0.1072,0.3468,Maintain,Mantenimiento - comunicacion periodica,Medium
0549-CYCQN,0.2086,Low,25.68,High,0.4296,0,0.22649623700872062,0.4910134,0.4296,0.3465,Grow_Upsell,Campana de upsell / cross-sell,Medium
7508-SMHXL,0.4896,High,6.79,Medium,0.1323,0,0.5621789511408434,0.12982792,0.1323,0.3465,Retain_Urgent,Visita urgente - oferta de retencion,Medium
9274-UARKJ,0.3719,Medium,11.47,Medium,0.3491,0,0.4215744833353243,0.21931167,0.3491,0.3464,Maintain,Mantenimiento - comunicacion periodica,Medium
0727-BMPLR,0.4872,High,5.98,Medium,0.1615,0,0.5593119101660495,0.11434034,0.1615,0.3463,Retain_Urgent,Visita urgente - oferta de retencion,Medium
3589-PPVKW,0.307,Low,13.77,Medium,0.4756,0,0.3440449169752718,0.26328874,0.4756,0.3461,Maintain,Mantenimiento - comunicacion periodica,Medium
1696-MZVAU,0.0962,Low,45.99,High,0.1786,0,0.09222315135587146,0.87934995,0.1786,0.3456,Grow_Upsell,Campana de upsell / cross-sell,Medium
9053-EJUNL,0.4904,High,6.06,Medium,0.1458,0,0.5631346314657747,0.115869984,0.1458,0.3455,Retain_Urgent,Visita urgente - oferta de retencion,Medium
3694-DELSO,0.3272,Medium,19.97,Medium,0.234,0,0.36817584517978735,0.38183555,0.234,0.3454,Maintain,Mantenimiento - comunicacion periodica,Medium
2996-XAUVF,0.0658,Low,42.76,High,0.3603,0,0.05590729900848166,0.8175908,0.3603,0.3453,Grow_Upsell,Campana de upsell / cross-sell,Medium
3597-MVHJT,0.5418,High,0.13,Low,0.1605,0,0.6245370923426113,0.0024856597,0.1605,0.3451,Retain_Urgent,Visita urgente - oferta de retencion,Medium
0431-APWVY,0.3825,Medium,16.11,Medium,0.1779,0,0.4342372476406642,0.3080306,0.1779,0.3451,Maintain,Mantenimiento - comunicacion periodica,Medium
7492-TAFJD,0.0709,Low,43.57,High,0.3211,0,0.06199976107991877,0.8330784,0.3211,0.3451,Grow_Upsell,Campana de upsell / cross-sell,Medium
3891-NLXJB,0.0399,Low,42.51,High,0.4419,0,0.024967148488830485,0.81281066,0.4419,0.3447,Grow_Upsell,Campana de upsell / cross-sell,Medium
2335-GSODA,0.0583,Low,43.21,High,0.3661,0,0.046947795962250634,0.826195,0.3661,0.3446,Grow_Upsell,Campana de upsell / cross-sell,Medium
8775-CEBBJ,0.3649,Medium,13.95,Medium,0.2895,0,0.4132122804921754,0.2667304,0.2895,0.3445,Maintain,Mantenimiento - comunicacion periodica,Medium
6410-LEFEN,0.3647,Medium,13.32,Medium,0.3066,0,0.41297336041094257,0.2546845,0.3066,0.3442,Maintain,Mantenimiento - comunicacion periodica,Medium
4998-IKFSE,0.5151,High,0.0,Low,0.238,0,0.5926412614980289,0.0,0.238,0.3439,Retain_Urgent,Visita urgente - oferta de retencion,Medium
0618-XWMSS,0.3439,Medium,20.18,High,0.1699,0,0.38812567196272846,0.38585088,0.1699,0.3438,Nurture_Upsell,Contacto proactivo + propuesta de ampliacion de servicios,Medium
6030-REHUX,0.4347,Medium,0.0,Low,0.4768,0,0.4965953888424322,0.0,0.4768,0.3437,Maintain,Mantenimiento - comunicacion periodica,Medium
7176-WIONM,0.4344,Medium,9.1,Medium,0.217,0,0.49623700872058296,0.17399618,0.217,0.3437,Maintain,Mantenimiento - comunicacion periodica,Medium
1559-DTODC,0.2446,Low,33.5,High,0.0817,0,0.2695018516306296,0.64053535,0.0817,0.3433,Grow_Upsell,Campana de upsell / cross-sell,Medium
4940-KHCWD,0.0266,Low,45.01,High,0.4017,0,0.009078963086847448,0.86061186,0.4017,0.3431,Grow_Upsell,Campana de upsell / cross-sell,Medium
1902-XBTFB,0.5116,High,6.22,Medium,0.0661,0,0.5884601600764545,0.11892925,0.0661,0.3431,Retain_Urgent,Visita urgente - oferta de retencion,Medium
7839-QRKXN,0.538,High,0.29,Low,0.1574,0,0.6199976107991877,0.005544933,0.1574,0.3431,Retain_Urgent,Visita urgente - oferta de retencion,Medium
0654-HMSHN,0.5283,High,0.0,Low,0.1926,0,0.6084099868593955,0.0,0.1926,0.3427,Retain_Urgent,Visita urgente - oferta de retencion,Medium
5686-CMAWK,0.3538,Medium,19.65,Medium,0.1492,0,0.39995221598375347,0.375717,0.1492,0.3425,Maintain,Mantenimiento - comunicacion periodica,Medium
0526-SXDJP,0.0356,Low,41.57,High,0.4691,0,0.019830366742324693,0.7948375,0.4691,0.3422,Grow_Upsell,Campana de upsell / cross-sell,Medium
2070-XYMFH,0.3927,Medium,15.97,Medium,0.1367,0,0.4464221717835384,0.30535373,0.1367,0.3422,Maintain,Mantenimiento - comunicacion periodica,Medium
2832-KJCRD,0.5341,High,0.0,Low,0.1724,0,0.6153386692151476,0.0,0.1724,0.3421,Retain_Urgent,Visita urgente - oferta de retencion,Medium
7636-PEPNS,0.0638,Low,27.43,High,0.7897,1,0.05351809819615338,0.5244742,0.7897,0.342,Grow_Upsell,Campana de upsell / cross-sell,Medium
0265-PSUAE,0.4734,High,0.0,Low,0.352,0,0.5428264245609844,0.0,0.352,0.3418,Retain_Urgent,Visita urgente - oferta de retencion,Medium
5485-WUYWF,0.3143,Low,0.21,Low,0.8204,1,0.35276549994027,0.004015296,0.8204,0.3417,Investigate_Billing,Revision de facturacion / condiciones especiales,Medium
6537-QLGEX,0.3178,Low,19.29,Medium,0.2614,0,0.3569466013618445,0.36883366,0.2614,0.3414,Maintain,Mantenimiento - comunicacion periodica,Medium
4837-PZTIC,0.0377,Low,41.55,High,0.4594,0,0.02233902759526938,0.79445505,0.4594,0.3414,Grow_Upsell,Campana de upsell / cross-sell,Medium
2626-URJFX,0.3697,Medium,7.18,Medium,0.4533,0,0.4189463624417632,0.13728489,0.4533,0.3413,Maintain,Mantenimiento - comunicacion periodica,Medium
1432-FPAXX,0.2395,Low,28.16,High,0.2402,0,0.26340938955919246,0.5384321,0.2402,0.3413,Grow_Upsell,Campana de upsell / cross-sell,Medium
6345-HOVES,0.2341,Low,33.44,High,0.105,0,0.2569585473659061,0.63938814,0.105,0.3413,Grow_Upsell,Campana de upsell / cross-sell,Medium
2235-ZGKPT,0.3368,Medium,6.72,Medium,0.5645,0,0.37964400907896306,0.12848948,0.5645,0.3413,Maintain,Mantenimiento - comunicacion periodica,Medium
6549-NNDYT,0.2563,Low,28.41,High,0.1828,0,0.28347867638275,0.54321223,0.1828,0.3413,Grow_Upsell,Campana de upsell / cross-sell,Medium
1580-BMCMR,0.476,High,8.99,Medium,0.0814,0,0.5459323856170111,0.17189293,0.0814,0.3408,Retain_Urgent,Visita urgente - oferta de retencion,Medium
4570-QHXHL,0.3498,Medium,14.09,Medium,0.3121,0,0.3951738143590969,0.26940727,0.3121,0.3408,Maintain,Mantenimiento - comunicacion periodica,Medium
4343-EJVQB,0.3432,Medium,20.79,High,0.1396,0,0.38728945167841355,0.39751437,0.1396,0.3408,Nurture_Upsell,Contacto proactivo + propuesta de ampliacion de servicios,Medium
3845-JHAMY,0.3225,Medium,23.19,High,0.1323,0,0.3625612232708159,0.44340345,0.1323,0.3408,Nurture_Upsell,Contacto proactivo + propuesta de ampliacion de servicios,Medium
1636-NTNCO,0.4517,Medium,6.93,Medium,0.2123,0,0.5169035957472226,0.13250478,0.2123,0.3407,Maintain,Mantenimiento - comunicacion periodica,Medium
8949-JTMAY,0.5204,High,0.0,Low,0.2048,0,0.5989726436506988,0.0,0.2048,0.3404,Retain_Urgent,Visita urgente - oferta de retencion,Medium
8627-EHGIP,0.323,Medium,18.12,Medium,0.2737,0,0.363158523473898,0.34646273,0.2737,0.3403,Maintain,Mantenimiento - comunicacion periodica,Medium
1397-XKKWR,0.1244,Low,37.07,High,0.3233,0,0.12591088280970014,0.7087954,0.3233,0.3403,Grow_Upsell,Campana de upsell / cross-sell,Medium
7963-SHNDT,0.033,Low,44.41,High,0.3861,0,0.016724405686297936,0.8491396,0.3861,0.3403,Grow_Upsell,Campana de upsell / cross-sell,Medium
7028-DVOIQ,0.5339,High,0.0,Low,0.1631,0,0.6150997491339147,0.0,0.1631,0.3402,Retain_Urgent,Visita urgente - oferta de retencion,Medium
8059-UDZFY,0.5324,High,0.0,Low,0.1674,0,0.6133078485246685,0.0,0.1674,0.3401,Retain_Urgent,Visita urgente - oferta de retencion,Medium
4558-FANTW,0.5328,High,3.92,Low,0.0529,0,0.6137856886871342,0.0749522,0.0529,0.34,Retain_Urgent,Visita urgente - oferta de retencion,Medium
1685-VAYJF,0.3628,Medium,13.29,Medium,0.2923,0,0.4107036196392307,0.2541109,0.2923,0.34,Maintain,Mantenimiento - comunicacion periodica,Medium
